REGCOMERCIO,NIT,NOMBRE,PRECIOSALAESTUDIO,PRECIOSALAESPARCIMIENTO,PRECIOGIMNASIO,RESTAURANTE
495,495,Virginia's Vivienda Universitaria,190,252,208,N
496,496,Nickie's Vivienda Universitaria,273,237,830,Y
497,497,Robert's Vivienda Universitaria,378,354,514,N
498,498,Thomas's Vivienda Universitaria,297,347,434,Y
499,499,John's Vivienda Universitaria,387,300,611,N
500,500,Kent's Vivienda Universitaria,257,124,777,N
501,501,Helen's Vivienda Universitaria,188,238,419,N
502,502,Anna's Vivienda Universitaria,482,204,967,Y
503,503,Norma's Vivienda Universitaria,353,268,992,N
504,504,Henry's Vivienda Universitaria,340,367,803,N
505,505,Lillie's Vivienda Universitaria,440,441,505,Y
506,506,Susan's Vivienda Universitaria,223,284,146,N
507,507,Andrew's Vivienda Universitaria,360,409,357,N
508,508,Tina's Vivienda Universitaria,149,300,210,N
509,509,Michele's Vivienda Universitaria,121,255,615,Y
510,510,Chanel's Vivienda Universitaria,272,341,957,Y
511,511,Kelly's Vivienda Universitaria,443,305,258,Y
512,512,William's Vivienda Universitaria,387,484,975,N
513,513,Joshua's Vivienda Universitaria,137,457,656,Y
514,514,Debbie's Vivienda Universitaria,113,495,266,Y
515,515,Carroll's Vivienda Universitaria,261,182,853,Y
516,516,John's Vivienda Universitaria,121,323,347,Y
517,517,Regina's Vivienda Universitaria,280,351,433,N
518,518,Richard's Vivienda Universitaria,284,470,958,N
519,519,Angel's Vivienda Universitaria,335,338,691,N
520,520,William's Vivienda Universitaria,498,323,296,Y
521,521,Leonel's Vivienda Universitaria,285,106,112,Y
522,522,Michele's Vivienda Universitaria,334,492,659,N
523,523,Maria's Vivienda Universitaria,402,269,929,Y
524,524,Gracie's Vivienda Universitaria,220,211,826,N
525,525,Elda's Vivienda Universitaria,460,419,199,Y
526,526,Edwin's Vivienda Universitaria,434,389,643,Y
527,527,Karina's Vivienda Universitaria,234,391,733,Y
528,528,Susan's Vivienda Universitaria,223,172,245,N
529,529,Kent's Vivienda Universitaria,113,105,944,N
530,530,Justin's Vivienda Universitaria,323,325,132,N
531,531,Donald's Vivienda Universitaria,338,145,797,N
532,532,Dannie's Vivienda Universitaria,266,212,951,N
533,533,Richard's Vivienda Universitaria,275,246,636,Y
534,534,Ethel's Vivienda Universitaria,443,110,630,N
535,535,Shirley's Vivienda Universitaria,277,141,620,N
536,536,Rhonda's Vivienda Universitaria,415,169,131,N
537,537,Thomas's Vivienda Universitaria,444,410,629,N
538,538,Ada's Vivienda Universitaria,273,415,134,N
539,539,Kim's Vivienda Universitaria,468,432,356,N
540,540,Delores's Vivienda Universitaria,407,204,308,N
541,541,Elizabeth's Vivienda Universitaria,403,402,161,N
542,542,Stanley's Vivienda Universitaria,353,453,372,Y
543,543,Mariah's Vivienda Universitaria,123,443,751,Y
544,544,Doris's Vivienda Universitaria,235,213,642,N
545,545,Sophia's Vivienda Universitaria,399,347,787,Y
546,546,Roy's Vivienda Universitaria,346,404,700,N
547,547,Janina's Vivienda Universitaria,322,440,294,Y
548,548,Mina's Vivienda Universitaria,437,111,573,N
549,549,Edward's Vivienda Universitaria,478,350,275,N
550,550,Isabelle's Vivienda Universitaria,350,386,615,Y
551,551,Bianca's Vivienda Universitaria,244,498,283,Y
552,552,Jack's Vivienda Universitaria,421,489,206,Y
553,553,Dominick's Vivienda Universitaria,275,283,877,N
554,554,Young's Vivienda Universitaria,298,110,335,Y
555,555,James's Vivienda Universitaria,231,220,531,N
556,556,Cora's Vivienda Universitaria,393,219,941,N
557,557,Verlene's Vivienda Universitaria,210,114,123,Y
558,558,Maryanne's Vivienda Universitaria,318,367,386,N
559,559,David's Vivienda Universitaria,206,217,776,Y
560,560,Eddie's Vivienda Universitaria,321,448,230,N
561,561,Shane's Vivienda Universitaria,181,197,514,Y
562,562,Sylvester's Vivienda Universitaria,326,340,564,Y
563,563,Kristopher's Vivienda Universitaria,419,257,213,Y
564,564,Harry's Vivienda Universitaria,260,455,152,Y
565,565,Vincent's Vivienda Universitaria,222,377,968,N
566,566,James's Vivienda Universitaria,260,338,361,Y
567,567,Douglas's Vivienda Universitaria,220,268,781,Y
568,568,Charles's Vivienda Universitaria,494,417,166,N
569,569,Jerry's Vivienda Universitaria,235,251,478,N
570,570,William's Vivienda Universitaria,221,176,706,N
571,571,James's Vivienda Universitaria,311,152,210,Y
572,572,Otto's Vivienda Universitaria,106,321,900,Y
573,573,Karol's Vivienda Universitaria,376,488,101,N
574,574,Salvador's Vivienda Universitaria,145,304,811,N
575,575,Carolyn's Vivienda Universitaria,293,215,193,Y
576,576,Mia's Vivienda Universitaria,129,378,985,N
577,577,Christopher's Vivienda Universitaria,179,242,368,N
578,578,Cathy's Vivienda Universitaria,390,457,794,N
579,579,Thomas's Vivienda Universitaria,317,455,912,N
580,580,John's Vivienda Universitaria,117,295,818,N
581,581,Chanda's Vivienda Universitaria,425,256,624,N
582,582,Heather's Vivienda Universitaria,361,140,361,N
583,583,Claudine's Vivienda Universitaria,500,272,526,N
584,584,Jean's Vivienda Universitaria,185,446,578,N
585,585,Sheila's Vivienda Universitaria,147,355,922,Y
586,586,Jeana's Vivienda Universitaria,126,372,417,Y
587,587,Jennifer's Vivienda Universitaria,147,440,305,N
588,588,Matthew's Vivienda Universitaria,365,448,217,N
589,589,Donald's Vivienda Universitaria,421,396,915,N
590,590,Patricia's Vivienda Universitaria,291,200,737,Y
591,591,Vivian's Vivienda Universitaria,293,402,703,Y
592,592,Donald's Vivienda Universitaria,215,228,586,N
593,593,Betty's Vivienda Universitaria,259,490,299,N
594,594,Thomas's Vivienda Universitaria,299,433,947,N
595,595,Debra's Vivienda Universitaria,294,453,404,N
596,596,Charles's Vivienda Universitaria,257,500,910,N
597,597,Thomas's Vivienda Universitaria,429,484,310,N
598,598,Bessie's Vivienda Universitaria,354,415,884,Y
599,599,Susan's Vivienda Universitaria,128,203,466,N
600,600,Jean's Vivienda Universitaria,199,339,337,Y
601,601,Garry's Vivienda Universitaria,450,258,817,Y
602,602,Donald's Vivienda Universitaria,407,402,404,N
603,603,Donald's Vivienda Universitaria,387,180,413,Y
604,604,Karen's Vivienda Universitaria,132,191,801,Y
605,605,Dawn's Vivienda Universitaria,146,164,430,N
606,606,Wallace's Vivienda Universitaria,214,110,637,N
607,607,Raul's Vivienda Universitaria,466,241,332,Y
608,608,Estella's Vivienda Universitaria,434,230,107,Y
609,609,Joan's Vivienda Universitaria,370,320,640,Y
610,610,Howard's Vivienda Universitaria,374,194,559,Y
611,611,Amira's Vivienda Universitaria,245,322,340,Y
612,612,Violet's Vivienda Universitaria,497,368,521,N
613,613,Wilma's Vivienda Universitaria,178,153,253,Y
614,614,Vera's Vivienda Universitaria,105,410,793,Y
615,615,John's Vivienda Universitaria,455,111,609,N
616,616,John's Vivienda Universitaria,353,190,249,Y
617,617,Teresa's Vivienda Universitaria,295,425,303,N
618,618,Jospeh's Vivienda Universitaria,182,195,741,N
619,619,Edith's Vivienda Universitaria,401,381,304,Y
620,620,Janet's Vivienda Universitaria,149,182,865,N
621,621,Barry's Vivienda Universitaria,155,186,448,Y
622,622,Lillie's Vivienda Universitaria,419,307,168,N
623,623,Barbara's Vivienda Universitaria,352,390,160,Y
624,624,Linda's Vivienda Universitaria,299,462,554,Y
625,625,Sally's Vivienda Universitaria,285,358,518,Y
626,626,Aaron's Vivienda Universitaria,354,222,106,N
627,627,Sandra's Vivienda Universitaria,133,326,526,Y
628,628,Denise's Vivienda Universitaria,204,172,494,Y
629,629,Karen's Vivienda Universitaria,204,495,153,Y
630,630,Myrtle's Vivienda Universitaria,113,323,234,Y
631,631,Avis's Vivienda Universitaria,414,198,537,Y
632,632,Patsy's Vivienda Universitaria,305,473,369,Y
633,633,Danielle's Vivienda Universitaria,470,374,481,Y
634,634,Charles's Vivienda Universitaria,175,312,836,N
635,635,John's Vivienda Universitaria,262,281,483,N
636,636,Harold's Vivienda Universitaria,253,457,924,Y
637,637,Max's Vivienda Universitaria,259,194,228,Y
638,638,Neda's Vivienda Universitaria,415,479,184,Y
639,639,Geraldine's Vivienda Universitaria,139,326,791,N
640,640,Barbara's Vivienda Universitaria,204,485,172,N
641,641,Daniel's Vivienda Universitaria,160,168,721,N
642,642,Donna's Vivienda Universitaria,152,265,409,N
643,643,Brandon's Vivienda Universitaria,467,398,693,N
644,644,Doris's Vivienda Universitaria,254,170,108,N
645,645,Daniel's Vivienda Universitaria,108,300,410,Y
646,646,Eric's Vivienda Universitaria,143,499,233,Y
647,647,Gabriel's Vivienda Universitaria,164,226,826,N
648,648,Micheal's Vivienda Universitaria,299,147,948,N
649,649,Lois's Vivienda Universitaria,238,347,438,Y
650,650,Fred's Vivienda Universitaria,318,137,331,N
651,651,Ardella's Vivienda Universitaria,199,433,424,Y
652,652,Rebecca's Vivienda Universitaria,261,143,215,Y
653,653,Jessica's Vivienda Universitaria,345,150,333,Y
654,654,Richard's Vivienda Universitaria,465,350,449,N
655,655,Ray's Vivienda Universitaria,243,459,424,N
656,656,Kevin's Vivienda Universitaria,376,163,958,N
657,657,Kathleen's Vivienda Universitaria,455,349,937,Y
658,658,Diana's Vivienda Universitaria,327,392,119,Y
659,659,Lavonda's Vivienda Universitaria,485,190,352,Y
660,660,Kyle's Vivienda Universitaria,312,226,994,N
661,661,Thomas's Vivienda Universitaria,294,431,277,Y
662,662,Jon's Vivienda Universitaria,353,374,440,N
663,663,Penny's Vivienda Universitaria,316,307,416,N
664,664,Ann's Vivienda Universitaria,124,394,138,Y
665,665,Patrick's Vivienda Universitaria,150,342,146,Y
666,666,Donald's Vivienda Universitaria,233,193,161,Y
667,667,Alex's Vivienda Universitaria,446,472,332,N
668,668,Esther's Vivienda Universitaria,346,176,201,N
669,669,Kevin's Vivienda Universitaria,475,340,258,Y
670,670,Chad's Vivienda Universitaria,490,123,140,N
671,671,Rosetta's Vivienda Universitaria,122,246,899,N
672,672,Ruben's Vivienda Universitaria,234,116,337,N
673,673,Winston's Vivienda Universitaria,102,442,583,N
674,674,Shari's Vivienda Universitaria,189,189,572,N
675,675,Clara's Vivienda Universitaria,332,102,346,Y
676,676,Helen's Vivienda Universitaria,375,232,520,N
677,677,Debora's Vivienda Universitaria,443,377,778,N
678,678,Gloria's Vivienda Universitaria,215,132,427,N
679,679,Candy's Vivienda Universitaria,455,303,963,N
680,680,Sandra's Vivienda Universitaria,259,127,152,Y
681,681,Kristopher's Vivienda Universitaria,252,443,965,N
682,682,Brandon's Vivienda Universitaria,170,244,215,N
683,683,Bridget's Vivienda Universitaria,467,498,334,Y
684,684,Philip's Vivienda Universitaria,278,216,855,Y
685,685,John's Vivienda Universitaria,324,400,198,N
686,686,Charlene's Vivienda Universitaria,400,183,170,Y
687,687,Tonya's Vivienda Universitaria,352,220,751,N
688,688,Glenda's Vivienda Universitaria,178,272,671,N
689,689,Dixie's Vivienda Universitaria,428,455,315,N
690,690,Faith's Vivienda Universitaria,151,160,260,N
691,691,Mike's Vivienda Universitaria,257,490,852,N
692,692,Jay's Vivienda Universitaria,330,174,275,Y
693,693,Patricia's Vivienda Universitaria,459,353,684,N
694,694,Meg's Vivienda Universitaria,107,230,667,Y
695,695,Frances's Vivienda Universitaria,380,244,990,Y
696,696,Scott's Vivienda Universitaria,167,384,834,Y
697,697,Carl's Vivienda Universitaria,254,233,140,N
698,698,Dian's Vivienda Universitaria,216,200,423,N
699,699,Benjamin's Vivienda Universitaria,484,390,198,N
700,700,Michael's Vivienda Universitaria,124,128,725,Y
701,701,Marilyn's Vivienda Universitaria,400,402,602,N
702,702,Luis's Vivienda Universitaria,163,405,814,Y
703,703,Pansy's Vivienda Universitaria,321,376,593,Y
704,704,Francoise's Vivienda Universitaria,492,440,454,N
705,705,Richard's Vivienda Universitaria,262,407,973,N
706,706,Louise's Vivienda Universitaria,296,140,519,N
707,707,Eve's Vivienda Universitaria,436,422,296,N
708,708,Joshua's Vivienda Universitaria,366,381,386,Y
709,709,Antonette's Vivienda Universitaria,249,290,755,Y
710,710,Clarence's Vivienda Universitaria,224,323,721,Y
711,711,Larry's Vivienda Universitaria,263,150,238,Y
712,712,John's Vivienda Universitaria,269,469,232,Y
713,713,John's Vivienda Universitaria,450,243,297,Y
714,714,Francisco's Vivienda Universitaria,457,446,152,Y
715,715,Joyce's Vivienda Universitaria,185,288,321,N
716,716,Steven's Vivienda Universitaria,332,477,391,N
717,717,Bernice's Vivienda Universitaria,185,337,198,Y
718,718,Francis's Vivienda Universitaria,373,301,393,Y
719,719,Patti's Vivienda Universitaria,478,246,920,N
720,720,Jose's Vivienda Universitaria,258,471,215,Y
721,721,Herbert's Vivienda Universitaria,351,101,972,Y
722,722,Mark's Vivienda Universitaria,267,280,329,N
723,723,Jacquelyn's Vivienda Universitaria,197,420,554,N
724,724,Filomena's Vivienda Universitaria,470,450,808,Y
725,725,Susanna's Vivienda Universitaria,152,285,862,Y
726,726,John's Vivienda Universitaria,398,438,459,Y
727,727,Xochitl's Vivienda Universitaria,119,371,848,Y
728,728,Stacey's Vivienda Universitaria,193,415,134,Y
729,729,Pete's Vivienda Universitaria,432,168,814,Y
730,730,Levi's Vivienda Universitaria,448,462,872,N
731,731,Donna's Vivienda Universitaria,375,497,670,Y
732,732,Merrill's Vivienda Universitaria,271,388,651,N
733,733,Sharla's Vivienda Universitaria,383,164,578,N
734,734,Stanley's Vivienda Universitaria,291,340,307,N
735,735,Patrick's Vivienda Universitaria,267,220,117,Y
736,736,Jerry's Vivienda Universitaria,420,428,607,Y
737,737,Mary's Vivienda Universitaria,301,131,623,N
738,738,Stephen's Vivienda Universitaria,156,285,249,N
739,739,Samuel's Vivienda Universitaria,222,446,164,N
740,740,Sharon's Vivienda Universitaria,492,269,265,Y
741,741,Jeffrey's Vivienda Universitaria,429,273,822,N
742,742,Karl's Vivienda Universitaria,432,313,527,Y
743,743,Rachel's Vivienda Universitaria,490,372,995,N
744,744,Gregory's Vivienda Universitaria,338,408,442,N
745,745,Holly's Vivienda Universitaria,419,183,299,N
746,746,Jason's Vivienda Universitaria,206,316,645,Y
747,747,Kristina's Vivienda Universitaria,479,381,122,Y
748,748,Nancy's Vivienda Universitaria,112,413,601,N
749,749,Amanda's Vivienda Universitaria,484,252,345,Y
750,750,Beth's Vivienda Universitaria,281,301,186,Y
751,751,Sandy's Vivienda Universitaria,440,489,531,N
752,752,Ashley's Vivienda Universitaria,362,224,891,Y
753,753,Pauline's Vivienda Universitaria,274,291,819,N
754,754,Velma's Vivienda Universitaria,352,322,233,N
755,755,Joanna's Vivienda Universitaria,272,137,540,Y
756,756,Cynthia's Vivienda Universitaria,248,302,448,Y
757,757,George's Vivienda Universitaria,221,109,550,N
758,758,Ana's Vivienda Universitaria,457,467,481,N
759,759,Delores's Vivienda Universitaria,382,451,332,Y
760,760,Albert's Vivienda Universitaria,486,341,490,Y
761,761,Henry's Vivienda Universitaria,460,245,986,N
762,762,Debra's Vivienda Universitaria,112,294,505,Y
763,763,Marion's Vivienda Universitaria,317,232,922,N
764,764,Kimberly's Vivienda Universitaria,398,399,674,N
765,765,Thomas's Vivienda Universitaria,431,111,606,N
766,766,Kizzy's Vivienda Universitaria,430,193,461,Y
767,767,John's Vivienda Universitaria,234,485,376,Y
768,768,Timothy's Vivienda Universitaria,371,376,121,Y
769,769,Kirk's Vivienda Universitaria,262,115,434,N
770,770,Sarah's Vivienda Universitaria,247,436,152,N
771,771,Lana's Vivienda Universitaria,272,292,943,Y
772,772,Andrew's Vivienda Universitaria,313,144,680,Y
773,773,Lydia's Vivienda Universitaria,423,146,828,Y
774,774,Burt's Vivienda Universitaria,217,278,780,N
775,775,Margaret's Vivienda Universitaria,170,407,118,Y
776,776,Patricia's Vivienda Universitaria,352,216,202,Y
777,777,Charles's Vivienda Universitaria,479,175,824,N
778,778,Kristi's Vivienda Universitaria,111,324,964,Y
779,779,Bruce's Vivienda Universitaria,319,299,618,N
780,780,Lenora's Vivienda Universitaria,272,314,321,N
781,781,Laurette's Vivienda Universitaria,287,135,665,Y
782,782,Patricia's Vivienda Universitaria,491,368,988,N
783,783,Jason's Vivienda Universitaria,266,424,468,Y
784,784,Kyle's Vivienda Universitaria,118,278,774,N
785,785,Melissa's Vivienda Universitaria,154,182,564,N
786,786,Debra's Vivienda Universitaria,141,120,501,N
787,787,Karen's Vivienda Universitaria,425,155,456,N
788,788,Lilia's Vivienda Universitaria,378,414,682,Y
789,789,Ernest's Vivienda Universitaria,441,307,121,N
790,790,Caitlin's Vivienda Universitaria,377,433,443,N
791,791,George's Vivienda Universitaria,407,361,499,Y
792,792,John's Vivienda Universitaria,176,288,517,Y
793,793,Margaret's Vivienda Universitaria,162,166,458,Y
794,794,Mary's Vivienda Universitaria,321,232,765,Y
795,795,Lena's Vivienda Universitaria,333,436,343,N
796,796,Jacqueline's Vivienda Universitaria,142,480,523,Y
797,797,Jane's Vivienda Universitaria,435,425,136,N
798,798,Roy's Vivienda Universitaria,279,228,217,Y
799,799,Larry's Vivienda Universitaria,352,127,277,N
800,800,Janis's Vivienda Universitaria,107,205,811,Y
801,801,Daniel's Vivienda Universitaria,111,405,344,N
802,802,Deanna's Vivienda Universitaria,107,436,408,Y
803,803,Christopher's Vivienda Universitaria,177,394,274,N
804,804,Raven's Vivienda Universitaria,482,343,457,N
805,805,Christine's Vivienda Universitaria,434,249,863,Y
806,806,Nicole's Vivienda Universitaria,310,104,486,Y
807,807,Catherine's Vivienda Universitaria,150,287,713,Y
808,808,Jay's Vivienda Universitaria,212,254,398,Y
809,809,Helen's Vivienda Universitaria,207,198,514,Y
810,810,Kenneth's Vivienda Universitaria,353,271,457,Y
811,811,Kathryn's Vivienda Universitaria,264,228,444,N
812,812,Amy's Vivienda Universitaria,347,442,976,Y
813,813,Arthur's Vivienda Universitaria,153,204,271,N
814,814,Ricardo's Vivienda Universitaria,280,114,532,Y
815,815,James's Vivienda Universitaria,110,387,539,N
816,816,Heidi's Vivienda Universitaria,402,306,608,N
817,817,Matthew's Vivienda Universitaria,110,152,935,Y
818,818,Craig's Vivienda Universitaria,109,425,219,Y
819,819,Lydia's Vivienda Universitaria,140,129,460,N
820,820,Kathryn's Vivienda Universitaria,485,105,258,Y
821,821,Anne's Vivienda Universitaria,405,269,817,N
822,822,Allen's Vivienda Universitaria,438,409,633,N
823,823,Ervin's Vivienda Universitaria,284,188,570,N
824,824,William's Vivienda Universitaria,453,461,544,N
825,825,Clementine's Vivienda Universitaria,408,110,101,N
826,826,Pedro's Vivienda Universitaria,342,234,115,N
827,827,Mary's Vivienda Universitaria,230,296,380,Y
828,828,Aaron's Vivienda Universitaria,234,335,166,Y
829,829,Laureen's Vivienda Universitaria,379,107,834,Y
830,830,Della's Vivienda Universitaria,175,434,998,Y
831,831,Alvin's Vivienda Universitaria,207,404,669,N
832,832,Janice's Vivienda Universitaria,479,288,881,N
833,833,Derrick's Vivienda Universitaria,302,129,716,Y
834,834,Thomas's Vivienda Universitaria,131,290,143,Y
835,835,Teresa's Vivienda Universitaria,323,141,206,Y
836,836,Gladys's Vivienda Universitaria,286,135,374,N
837,837,Robert's Vivienda Universitaria,408,106,897,Y
838,838,Robert's Vivienda Universitaria,480,458,877,N
839,839,Robert's Vivienda Universitaria,136,361,493,N
840,840,Man's Vivienda Universitaria,109,117,525,N
