IDALOJAMIENTO,COMIDAS,TIPOBANIO,TIPOHABITACION,DTOMESEXTRA,IDENTIFICACIONOPERADORUSUARIO
868,3,privado,individual,89,23705
869,1,privado,individual,93,44533
870,1,compartido,individual,45,7960
871,2,privado,individual,81,30313
872,1,privado,compartido,44,47396
873,1,compartido,compartido,24,15845
874,3,privado,compartido,100,19561
875,0,compartido,individual,2,19024
876,3,privado,compartido,38,27105
877,0,privado,individual,33,28920
878,2,privado,individual,31,37989
879,0,compartido,individual,76,44745
880,2,privado,compartido,55,1616
881,2,compartido,compartido,86,49911
882,1,compartido,individual,88,37973
883,0,privado,compartido,40,22130
884,3,privado,individual,13,36112
885,0,compartido,compartido,4,41570
886,1,compartido,individual,13,34158
887,2,compartido,individual,32,35422
888,0,compartido,compartido,100,22055
889,1,compartido,compartido,77,29792
890,1,privado,compartido,15,27785
891,1,compartido,individual,90,43789
892,2,compartido,individual,51,35105
893,2,compartido,compartido,22,31812
894,2,privado,compartido,92,39260
895,1,compartido,compartido,57,4499
896,1,privado,compartido,34,46129
897,3,compartido,individual,44,32333
898,3,privado,individual,40,29337
899,0,privado,individual,86,38425
900,2,compartido,compartido,38,31373
901,0,compartido,individual,4,14175
902,3,compartido,compartido,49,15172
903,1,compartido,compartido,21,15670
904,3,privado,compartido,89,33622
905,0,compartido,compartido,40,19974
906,0,compartido,compartido,98,45504
907,0,compartido,compartido,22,21364
908,2,compartido,compartido,49,14498
909,0,privado,individual,86,18124
910,3,privado,compartido,16,11135
911,2,compartido,individual,65,8932
912,2,compartido,compartido,22,31368
913,1,compartido,compartido,71,49585
914,0,privado,compartido,86,42592
915,2,privado,individual,38,43545
916,3,privado,compartido,17,16826
917,0,privado,individual,33,17531
918,2,compartido,individual,51,29264
919,0,compartido,individual,73,24743
920,3,privado,individual,40,24329
921,2,privado,individual,15,3563
922,2,privado,individual,9,43135
923,1,compartido,individual,47,41845
924,1,privado,individual,66,11466
925,1,compartido,individual,98,16029
926,2,compartido,compartido,91,20636
927,3,compartido,individual,56,15896
928,0,compartido,individual,90,44981
929,0,compartido,compartido,25,37164
930,2,privado,individual,50,7864
931,3,privado,individual,69,9986
932,3,privado,individual,64,48582
933,2,privado,compartido,92,47296
934,3,privado,compartido,5,6644
935,1,privado,individual,21,535
936,1,privado,individual,63,23036
937,1,compartido,compartido,64,39988
938,1,privado,compartido,26,41315
939,1,privado,individual,66,33149
940,3,compartido,individual,28,49390
941,0,compartido,individual,96,22579
942,1,privado,individual,59,1481
943,0,compartido,compartido,80,14862
944,0,compartido,compartido,75,38742
945,1,compartido,individual,64,40724
946,3,compartido,individual,8,32479
947,3,privado,individual,9,179
948,2,privado,individual,56,34082
949,3,privado,individual,42,24466
950,3,compartido,compartido,91,19789
951,3,compartido,individual,91,12539
952,2,compartido,compartido,2,20498
953,1,compartido,compartido,96,44837
954,2,compartido,individual,85,45538
955,1,compartido,individual,82,7777
956,0,privado,individual,65,49196
957,1,compartido,individual,9,300
958,3,compartido,compartido,49,1242
959,3,compartido,individual,65,25594
960,3,privado,compartido,5,35321
961,2,privado,individual,39,18077
962,0,compartido,compartido,32,40255
963,3,compartido,compartido,79,31152
964,3,compartido,individual,67,9501
965,0,compartido,compartido,63,3176
966,1,compartido,individual,34,4733
967,2,compartido,compartido,15,8459
968,3,privado,compartido,77,21177
969,3,privado,individual,66,47081
970,1,compartido,compartido,38,376
971,2,privado,compartido,92,10523
972,1,privado,compartido,68,40594
973,1,privado,compartido,8,46021
974,3,privado,compartido,97,22784
975,2,compartido,individual,77,14146
976,3,compartido,individual,40,17588
977,2,compartido,individual,20,32203
978,2,compartido,compartido,96,32220
979,3,privado,compartido,96,9963
980,2,compartido,compartido,61,13742
981,1,compartido,compartido,88,47080
982,3,privado,compartido,57,20901
983,0,compartido,individual,35,32942
984,2,compartido,compartido,7,49198
985,2,compartido,compartido,38,24338
986,1,compartido,individual,37,22124
987,3,privado,individual,52,9510
988,1,privado,individual,11,3562
989,3,compartido,compartido,29,12112
990,0,compartido,compartido,96,28913
991,2,privado,compartido,42,44210
992,2,compartido,compartido,85,20632
993,0,privado,compartido,26,47761
994,1,compartido,compartido,23,49750
995,3,compartido,individual,91,13108
996,0,privado,compartido,70,34271
997,3,compartido,compartido,40,37437
998,3,privado,compartido,56,44521
999,3,compartido,compartido,64,6273
1000,3,compartido,compartido,98,39113
1001,0,compartido,individual,5,43899
1002,3,compartido,compartido,84,19603
1003,3,compartido,individual,13,32857
1004,3,compartido,individual,28,49616
1005,3,privado,compartido,9,8142
1006,3,compartido,individual,31,13355
1007,1,compartido,compartido,65,23056
1008,0,privado,individual,78,47253
1009,3,compartido,compartido,23,16579
1010,0,privado,compartido,11,5109
1011,2,compartido,individual,99,22753
1012,2,compartido,compartido,6,22930
1013,2,privado,compartido,42,21555
1014,3,privado,individual,13,42040
1015,0,compartido,compartido,6,23581
1016,3,privado,individual,80,34606
1017,3,privado,compartido,4,20178
1018,3,compartido,individual,75,5914
1019,1,compartido,compartido,18,33341
1020,3,compartido,compartido,77,40640
1021,2,privado,compartido,27,25364
1022,1,compartido,individual,95,49356
1023,3,privado,individual,23,7623
1024,2,privado,individual,92,47561
1025,2,privado,individual,27,36962
1026,0,privado,individual,21,34905
1027,3,privado,individual,38,29262
1028,0,privado,individual,56,13468
1029,0,compartido,individual,48,31109
1030,3,compartido,compartido,4,23142
1031,1,compartido,compartido,66,39889
1032,1,compartido,individual,28,43834
1033,2,privado,individual,32,32275
1034,2,compartido,individual,19,9095
1035,1,compartido,individual,39,15923
1036,0,compartido,compartido,48,38463
1037,1,compartido,compartido,86,1922
1038,1,privado,compartido,57,20811
1039,2,compartido,individual,50,33411
1040,1,compartido,individual,92,13853
1041,2,privado,compartido,82,11651
1042,0,compartido,individual,39,45631
1043,3,compartido,compartido,87,31633
1044,1,privado,compartido,49,28231
1045,2,compartido,individual,95,9954
1046,3,compartido,individual,4,9754
1047,2,compartido,compartido,9,15287
1048,3,compartido,compartido,80,18307
1049,1,privado,compartido,93,42844
1050,1,privado,compartido,31,1768
1051,1,privado,compartido,25,31011
1052,1,privado,individual,45,41463
1053,1,compartido,individual,27,42280
1054,3,compartido,compartido,2,39347
1055,1,compartido,compartido,34,16465
1056,3,privado,individual,100,43934
1057,3,privado,individual,75,20383
1058,2,compartido,individual,21,46230
1059,0,compartido,individual,15,49903
1060,1,compartido,compartido,94,33446
1061,2,privado,individual,53,9185
1062,0,privado,individual,51,28282
1063,1,compartido,compartido,27,11620
1064,1,privado,individual,93,33952
1065,0,privado,compartido,69,22936
1066,0,privado,individual,55,38557
1067,0,privado,compartido,68,25689
1068,2,privado,compartido,90,35433
1069,2,compartido,individual,29,9160
1070,3,privado,individual,12,22548
1071,0,privado,compartido,39,49862
1072,1,privado,compartido,1,32427
1073,0,compartido,individual,97,33405
1074,2,compartido,compartido,97,25330
1075,1,compartido,compartido,1,18656
1076,3,privado,compartido,89,40225
1077,0,compartido,compartido,41,33879
1078,2,privado,individual,67,46211
1079,2,privado,compartido,49,27795
1080,2,compartido,compartido,38,14792
1081,1,compartido,compartido,5,29541
1082,3,privado,individual,96,32556
1083,0,compartido,compartido,72,27651
1084,2,privado,individual,75,21527
1085,1,compartido,compartido,15,8509
1086,2,privado,individual,42,19450
1087,3,privado,compartido,73,14408
1088,3,privado,compartido,16,13852
1089,1,privado,compartido,40,45838
1090,2,privado,compartido,52,22462
1091,0,privado,compartido,33,22568
1092,0,privado,individual,17,37470
1093,1,compartido,compartido,41,43057
1094,0,compartido,compartido,98,49917
1095,1,compartido,individual,56,1628
1096,2,compartido,compartido,21,21762
1097,1,compartido,compartido,86,18378
1098,0,compartido,individual,25,28340
1099,2,compartido,compartido,50,30436
1100,3,compartido,compartido,31,35818
1101,2,compartido,individual,92,27653
1102,2,compartido,compartido,21,16599
1103,2,compartido,individual,20,23608
1104,2,compartido,compartido,61,9117
1105,0,compartido,compartido,54,180
1106,3,compartido,compartido,37,6534
1107,0,privado,individual,70,8587
1108,2,compartido,individual,7,15929
1109,3,compartido,compartido,39,13105
1110,1,compartido,compartido,89,30960
1111,0,privado,individual,90,35273
1112,3,privado,compartido,40,20698
1113,2,privado,compartido,37,26579
1114,0,privado,individual,19,45348
1115,1,compartido,compartido,88,8008
1116,0,privado,individual,93,5779
1117,2,privado,individual,44,39416
1118,1,privado,compartido,52,10555
1119,3,privado,compartido,21,28260
1120,1,compartido,compartido,64,46752
1121,0,compartido,individual,22,4836
1122,0,privado,individual,100,12884
1123,1,privado,compartido,9,10888
1124,3,privado,compartido,55,16880
1125,3,privado,individual,79,8416
1126,2,compartido,compartido,3,26923
1127,2,compartido,compartido,2,10143
1128,3,compartido,individual,26,33395
1129,0,privado,individual,5,49705
1130,0,privado,compartido,79,37310
1131,2,privado,individual,78,3813
1132,3,compartido,individual,85,12658
1133,1,compartido,individual,99,10080
1134,3,compartido,individual,60,2178
1135,0,compartido,compartido,95,24761
1136,2,compartido,individual,84,2440
1137,0,compartido,compartido,35,37347
1138,0,privado,individual,2,14690
1139,0,privado,individual,24,20241
1140,1,compartido,individual,27,32658
1141,2,compartido,individual,71,15772
1142,2,compartido,compartido,1,13937
1143,3,compartido,compartido,8,35230
1144,3,compartido,compartido,12,12395
1145,1,privado,individual,16,37682
1146,1,compartido,individual,14,34689
1147,2,privado,compartido,37,31767
1148,1,privado,individual,10,947
1149,1,compartido,individual,19,8574
1150,3,compartido,compartido,1,17191
1151,3,compartido,individual,85,6181
1152,2,compartido,compartido,63,26634
1153,1,privado,individual,38,30096
1154,0,compartido,compartido,56,40353
1155,1,compartido,individual,98,11518
1156,1,privado,compartido,100,23337
1157,3,privado,compartido,80,43123
1158,3,privado,individual,21,30556
1159,1,privado,individual,96,35237
1160,3,compartido,compartido,84,13245
1161,3,compartido,compartido,37,35806
1162,0,compartido,individual,53,33347
1163,3,privado,compartido,25,15200
1164,0,compartido,individual,99,47555
1165,3,compartido,individual,86,46703
1166,0,privado,individual,58,34804
1167,3,compartido,individual,43,10562
1168,1,compartido,compartido,81,27879
1169,2,privado,compartido,49,8338
1170,3,compartido,compartido,71,28779
1171,2,privado,individual,37,39625
1172,0,privado,individual,5,46654
1173,3,privado,compartido,9,99
1174,3,privado,compartido,56,28780
1175,1,compartido,compartido,18,41702
1176,3,compartido,compartido,13,22842
1177,2,compartido,compartido,92,14329
1178,2,compartido,compartido,22,3092
1179,3,privado,compartido,95,4664
1180,3,compartido,compartido,100,45260
1181,2,privado,individual,7,41527
1182,1,compartido,individual,57,31646
1183,2,compartido,compartido,38,5975
1184,3,compartido,individual,50,32736
1185,3,privado,individual,17,22006
1186,3,compartido,individual,91,27351
1187,2,privado,compartido,32,32251
1188,0,compartido,compartido,86,10915
1189,0,privado,individual,38,25254
1190,2,compartido,compartido,21,30331
1191,1,compartido,individual,87,33973
1192,3,compartido,compartido,59,46625
1193,2,compartido,compartido,92,16746
1194,3,privado,individual,96,706
1195,1,privado,compartido,91,20888
1196,2,privado,compartido,59,12967
1197,3,compartido,individual,72,28106
1198,3,compartido,individual,99,27483
1199,2,privado,individual,48,12982
1200,2,privado,individual,10,26040
1201,2,compartido,individual,29,14806
1202,2,compartido,individual,69,11529
1203,0,privado,individual,5,47541
1204,2,privado,individual,52,17845
1205,0,compartido,individual,54,46898
1206,3,compartido,compartido,46,22711
1207,1,compartido,individual,58,1227
1208,2,compartido,compartido,25,38446
1209,0,privado,individual,15,2182
1210,3,compartido,compartido,28,7842
1211,3,compartido,compartido,66,12926
1212,1,privado,individual,94,20712
1213,2,compartido,individual,36,32435
1214,1,privado,compartido,27,46797
1215,0,privado,individual,39,49865
1216,2,privado,compartido,90,44531
1217,1,compartido,individual,9,820
1218,1,privado,compartido,50,44814
1219,3,compartido,compartido,93,5802
1220,3,compartido,individual,3,40841
1221,3,privado,compartido,77,37851
1222,1,privado,compartido,21,34064
1223,2,privado,individual,83,14339
1224,2,privado,compartido,76,17195
1225,3,privado,compartido,63,1751
1226,3,privado,compartido,29,17514
1227,3,compartido,compartido,74,44104
1228,3,privado,compartido,27,47936
1229,2,compartido,individual,34,24536
1230,1,privado,compartido,5,6887
1231,3,privado,individual,32,15520
1232,2,compartido,compartido,32,23525
1233,3,privado,compartido,58,177
1234,1,privado,compartido,10,1871
1235,3,privado,compartido,85,12644
1236,3,compartido,compartido,53,13914
1237,0,compartido,individual,2,23246
1238,3,privado,compartido,20,40081
1239,2,privado,compartido,44,12270
1240,0,compartido,individual,67,46392
1241,3,privado,individual,55,23307
1242,0,privado,individual,39,24879
1243,2,compartido,individual,94,48916
1244,2,compartido,individual,99,23101
1245,0,compartido,individual,77,3889
1246,1,privado,individual,31,5649
1247,0,privado,individual,49,18577
1248,2,compartido,individual,82,42607
1249,0,privado,compartido,74,33604
1250,3,compartido,individual,46,23318
1251,0,compartido,individual,12,39822
1252,0,compartido,compartido,66,25565
1253,2,compartido,compartido,78,43707
1254,2,compartido,compartido,98,9980
1255,3,privado,individual,80,19869
1256,3,privado,individual,15,22062
1257,0,compartido,compartido,87,35760
1258,2,compartido,compartido,45,33512
1259,2,compartido,compartido,34,28161
1260,3,compartido,individual,26,35090
1261,0,compartido,compartido,46,9335
1262,1,privado,compartido,94,27685
1263,0,privado,individual,75,33028
1264,0,privado,individual,28,10908
1265,2,compartido,individual,72,35771
1266,0,privado,compartido,85,33355
1267,3,compartido,individual,26,31296
1268,0,compartido,compartido,19,23506
