IDALOJAMIENTO,IDSERVICIO,COSTO
153945,7,305
187872,12,360
159740,11,695
188502,12,981
158055,5,704
161737,1,659
199685,6,136
227872,2,920
218460,9,766
191089,9,415
174124,4,613
207517,9,717
160030,2,474
211059,7,457
200636,2,257
184147,3,262
206336,10,503
200149,10,287
180980,10,432
166290,9,458
181652,4,774
223330,1,405
163119,7,385
193529,2,800
153051,10,236
151621,5,391
220892,7,855
213021,10,712
173252,7,878
169969,1,842
204032,13,526
154316,7,495
150678,13,904
211259,13,885
152293,10,641
190857,10,911
203572,8,585
168897,13,183
213068,7,483
155874,8,135
202128,9,945
178990,6,846
182088,12,690
188343,6,197
172841,10,345
156828,4,366
216511,5,608
208815,2,814
179221,13,985
194117,8,734
208826,10,380
190985,6,435
184702,6,153
163093,13,198
185164,12,858
171562,11,908
215217,3,964
167044,5,631
182782,6,641
222610,6,332
215533,13,686
201916,4,836
186501,10,751
190714,7,282
150816,1,546
179105,8,695
155786,13,429
200761,8,286
185500,10,755
205709,12,963
220980,5,157
201081,9,812
204258,8,706
226955,12,658
187003,5,540
180497,5,383
175314,7,638
201451,4,309
226018,5,409
215358,1,174
168818,3,163
183897,5,100
194519,2,386
210863,3,947
190384,3,513
170073,13,584
212090,7,706
194232,10,675
159257,12,157
203030,7,673
227746,3,792
214033,4,983
151658,3,804
168307,8,186
167108,4,557
202546,11,630
176530,8,925
174293,5,281
200831,8,792
154578,6,822
192260,7,951
207992,4,661
175448,5,400
169153,7,624
172905,2,318
151842,8,130
196502,2,389
168978,3,929
168393,3,848
169611,2,188
208850,3,276
192388,9,119
189111,10,657
164464,5,121
210377,8,650
210026,7,999
173989,5,816
177093,2,837
225176,11,498
178491,8,248
170425,5,415
214896,11,560
199793,2,701
205294,10,918
150013,2,804
157184,8,473
214674,13,417
172156,5,684
153131,11,689
175023,3,574
211546,12,476
156093,9,884
164002,2,415
208202,1,791
210226,8,992
150512,11,155
229573,5,135
184817,11,185
153645,13,755
185150,9,189
207239,3,791
156014,13,239
158403,6,586
195173,5,949
190436,8,355
200400,8,677
170431,2,301
181120,11,195
154109,12,381
225446,5,940
178755,8,159
228911,4,648
198073,13,391
212620,3,360
174663,11,247
209608,5,919
211409,2,256
169785,5,730
154055,1,802
199071,6,154
159951,13,810
175160,7,587
191232,10,941
195625,4,960
208156,2,945
203777,12,973
174840,2,161
157652,8,669
158755,6,476
219385,6,750
159331,8,946
168731,11,334
215432,11,147
180757,7,581
151179,11,290
211113,12,939
155180,1,145
219057,6,291
177798,5,459
197074,10,913
158579,7,179
216024,3,251
224629,1,730
177392,10,341
229555,7,993
217952,7,267
166742,3,194
197816,2,245
196296,1,219
167803,3,742
203927,4,825
200767,1,732
155847,5,115
222341,13,136
199393,2,964
199071,6,821
179760,12,584
191618,13,762
218262,12,534
172711,12,750
174098,11,988
150426,10,548
224322,11,533
208215,7,607
167882,8,762
225524,3,795
199342,5,797
186422,9,473
216209,6,135
162527,9,638
209071,7,285
195619,8,375
164282,5,703
180600,7,431
157041,1,975
170950,11,539
222670,11,558
191052,5,853
199252,7,748
165953,8,152
171791,5,151
187641,6,106
188898,2,506
205108,4,494
229423,8,504
200121,13,486
192355,12,885
220032,8,238
183113,7,903
207399,4,477
166952,6,671
150670,2,130
187366,7,310
175557,6,277
197145,8,618
175191,3,278
177992,5,229
177082,6,598
160459,5,987
172843,7,410
183716,11,354
165704,6,489
162710,11,658
228101,2,468
193530,10,393
226379,4,949
211016,2,510
158826,8,905
196299,4,753
181457,12,456
187405,3,406
197256,3,535
215065,7,128
221653,3,513
183806,6,810
154173,6,396
196950,6,776
170897,4,121
170542,4,627
212640,5,214
206365,13,480
188087,4,625
166477,2,109
187634,7,276
153477,12,480
229551,5,505
172350,11,770
204291,9,787
204623,5,908
229859,9,520
207375,4,333
221504,6,410
229425,13,493
222113,4,108
152576,7,946
173929,3,161
185489,3,370
210294,8,202
219344,8,833
202327,8,807
208423,2,401
211811,10,113
213189,2,409
155344,11,648
183905,1,110
159954,13,676
191924,2,977
154520,1,339
186408,1,774
200454,6,520
209812,11,455
227628,6,558
203567,5,606
229280,6,456
151132,3,232
224082,6,426
210851,10,775
208278,7,809
165812,6,165
161254,2,663
196627,4,950
223360,13,149
223140,2,265
209951,6,540
223463,1,721
154810,6,365
223995,5,958
211399,1,110
162512,12,471
155971,13,710
163711,13,108
165061,2,601
185377,12,708
195974,8,637
203181,13,744
169837,2,193
191765,11,666
220654,5,666
171388,4,818
188891,8,484
217094,3,991
192025,6,372
216283,13,829
213306,13,893
228852,1,542
213245,10,791
189590,13,708
208604,1,316
151989,10,749
170151,12,567
205720,12,954
189873,7,887
223094,10,270
155035,5,639
158942,7,763
164599,8,697
178921,1,413
182853,6,971
193621,7,773
210777,1,403
172659,10,212
220609,8,745
229001,3,373
156215,9,600
151426,9,412
212327,13,718
190680,12,753
210485,7,908
208578,11,340
155421,7,772
212712,2,250
166434,10,531
195753,6,957
187702,10,858
185937,4,261
194017,6,192
197522,3,518
167341,5,471
175668,9,758
160867,12,524
224834,3,208
193100,9,697
186679,6,939
163242,5,304
169060,7,584
154697,7,605
184151,2,888
207945,11,578
173112,4,887
154455,7,841
207806,11,361
202733,8,857
178099,12,292
181693,13,889
181212,5,138
153089,1,773
204430,9,161
183484,5,373
181274,6,410
193954,6,863
155349,9,286
150434,7,512
166855,10,782
196304,10,390
190684,13,543
177448,8,672
223109,1,577
183723,3,562
168643,13,787
204624,10,513
222392,5,737
224282,4,445
180126,13,456
159881,9,657
222845,13,380
208773,6,278
223867,13,783
155682,7,191
169263,9,131
204331,1,558
166323,4,247
203549,11,325
184336,3,837
154449,7,125
199798,11,606
181017,3,291
229341,10,895
221763,2,992
220503,7,804
215861,4,746
161520,3,208
203819,3,324
163287,10,848
158391,8,359
201341,6,809
182721,5,130
155795,7,765
212492,1,242
162330,4,287
182086,1,934
215757,10,857
219759,5,844
217743,5,655
158090,5,289
171711,8,518
168864,2,206
212103,10,254
156572,4,643
184176,6,753
198067,7,354
195097,8,939
157657,10,218
198936,2,782
159561,11,107
159495,5,214
166705,13,753
168492,5,562
202017,5,885
156585,9,590
183805,1,264
206254,8,381
152143,8,862
188077,7,414
192398,4,539
213773,1,902
161612,7,169
175444,12,788
187175,2,834
183026,1,168
221705,6,890
189258,1,791
170722,12,267
173772,4,436
207304,11,918
206032,7,432
156811,9,156
192391,1,869
229568,7,630
203595,8,962
182716,1,400
215698,7,771
165262,2,929
204236,2,916
206028,5,327
225973,5,607
181671,6,499
203278,6,604
153683,11,991
189678,1,838
163785,4,985
196285,2,999
178565,5,978
155409,1,948
222693,5,668
151336,1,128
192703,11,732
189029,2,544
158081,1,419
181341,5,695
186416,11,466
161438,3,669
167193,7,786
198847,4,964
183152,11,182
152328,6,660
183505,8,825
180968,12,733
212852,7,580
161489,10,357
205565,5,673
161383,3,448
168012,12,953
181227,2,768
205139,8,146
178009,5,962
228364,6,838
151762,9,1000
223464,6,957
207471,8,478
156809,7,633
197467,11,476
207860,13,582
171831,13,113
195400,1,525
206843,4,463
220664,2,562
183934,1,853
169230,1,323
226521,1,136
198186,12,157
209653,5,865
164834,5,353
187617,13,635
166873,10,122
189130,1,245
174745,4,615
217947,11,168
191538,1,149
204238,3,440
195320,12,521
212970,8,953
208508,3,871
215566,12,998
158686,11,639
213748,4,994
154271,1,379
172110,3,778
212998,1,336
201376,2,721
182496,7,457
208900,7,528
216416,2,168
229532,2,849
223845,13,811
177301,13,909
188912,4,151
202149,12,134
201566,4,878
186555,6,407
166784,7,565
179748,2,963
223469,13,926
161911,8,169
200430,11,423
173462,1,173
229751,4,328
160477,5,916
222825,2,584
157597,2,248
214632,3,984
151880,4,237
223599,11,293
207405,5,760
163601,11,885
200312,8,486
155020,9,215
167867,9,813
193577,5,623
216562,10,602
200762,13,778
222499,6,974
184736,2,730
225423,11,884
182370,4,809
216087,12,159
217527,1,414
193097,7,448
199051,2,907
180332,4,977
200973,7,227
165954,7,386
155855,9,235
217850,7,101
168361,10,584
187118,10,188
202545,12,434
173252,13,504
156659,3,101
178666,2,926
199040,5,347
172968,6,125
156746,12,814
156959,13,287
198919,10,927
212294,8,406
213562,2,589
220862,5,945
195350,3,889
167238,12,392
189172,12,114
157539,8,399
229762,4,800
202718,9,359
160434,13,125
175140,11,689
217578,6,253
186954,1,285
219193,7,750
177237,8,444
228725,5,420
219112,4,484
209578,4,543
200940,3,416
156677,8,232
152151,7,542
160356,1,781
193704,10,921
176732,11,857
213559,9,803
183797,4,617
179501,3,109
183007,13,668
198411,3,482
180998,2,624
206044,5,180
187397,10,577
217816,10,168
221769,11,741
163681,13,273
213330,11,535
188640,4,124
157616,1,332
184894,4,769
158797,7,377
172317,11,120
161538,13,791
183810,4,655
200374,1,856
178043,6,477
223976,9,352
151799,5,903
209394,4,939
158496,10,739
212141,5,585
202838,4,521
228997,1,187
203085,12,640
192602,10,924
217530,5,687
167465,2,702
151289,6,429
168994,4,669
163240,13,241
174235,1,570
208531,7,563
221601,3,832
187573,8,758
226827,5,858
195740,11,635
215199,6,943
201291,13,374
167865,7,930
167127,8,713
151538,13,937
228891,13,664
152886,7,913
162514,2,757
215617,3,123
214958,10,942
164316,2,101
162408,4,979
219553,6,197
167145,9,435
201418,9,491
200528,6,882
173128,7,712
218601,8,240
199855,8,697
191871,9,872
209303,13,325
184220,13,186
227145,8,846
200878,5,354
228936,10,398
165903,5,793
175847,8,909
194923,13,228
211482,12,786
219979,8,856
229129,7,147
151588,5,216
221751,3,329
193086,13,732
220172,6,334
191129,7,773
166152,5,493
215507,3,221
223793,9,250
189102,2,770
194443,8,601
217096,10,593
179867,2,241
162005,8,840
177820,8,295
217327,2,277
164054,7,239
228785,10,821
224900,2,829
221030,6,483
161416,3,283
212279,3,873
190202,8,357
189756,5,151
182981,8,676
180465,4,757
226242,8,215
168730,10,850
189554,12,335
216993,4,283
179122,13,659
191641,7,356
191857,5,927
162114,13,609
150825,4,571
200353,5,294
221723,10,272
193130,11,292
194085,13,291
218815,4,499
151618,12,710
172594,11,577
229561,4,921
194337,6,164
222385,9,524
162421,1,516
151029,8,832
200436,1,167
185425,12,711
194853,6,743
190398,2,979
217188,4,240
222958,13,763
219925,7,358
218469,12,153
226960,5,728
213598,2,421
180444,9,100
205693,12,908
224792,6,778
152251,9,801
217042,5,743
168743,9,356
205311,1,799
201146,8,898
191471,5,419
163792,6,235
226603,5,225
153585,2,260
155759,12,676
157252,3,338
200934,4,526
159013,6,161
174318,8,137
157106,1,957
223326,12,859
224593,4,202
205654,12,466
155916,5,883
181520,11,747
173208,11,870
171449,10,432
197410,5,660
214480,5,657
154160,11,390
201341,7,928
193377,1,853
207127,8,989
184482,13,860
222560,8,669
178708,2,465
171607,4,606
225746,11,559
190214,1,938
186412,1,626
156179,9,958
214991,8,360
209348,2,753
217293,5,673
191096,10,536
222216,12,745
205345,11,351
164770,8,876
224725,8,173
212092,7,354
161982,8,415
153170,1,691
220809,11,805
162458,11,195
196814,4,394
180945,3,303
209445,5,855
159902,7,296
184322,8,610
186777,13,688
168411,9,585
180614,11,352
218930,9,872
199264,3,325
206540,11,297
226699,11,773
220105,6,807
222607,12,320
159722,4,368
217372,10,768
195384,9,617
160263,11,854
175866,10,638
204781,2,849
169876,6,898
167199,7,214
152810,9,884
227986,2,763
228674,1,544
211794,1,544
172421,12,675
196309,7,197
204660,6,245
211684,5,991
191145,4,817
160142,9,403
178500,12,365
216023,4,211
228853,6,735
202403,8,864
200619,6,162
154130,9,277
162597,4,985
225454,9,731
156958,9,584
183709,5,850
153964,12,782
162377,1,252
228282,2,331
200472,12,370
198618,13,225
210165,10,888
185971,13,990
198705,7,826
229904,13,380
198735,12,131
222795,6,502
200132,10,779
193938,1,713
173201,5,169
178052,9,246
189048,11,384
194242,9,980
199180,7,737
225286,6,151
170624,5,102
160231,8,397
158558,6,408
156015,11,610
216025,13,386
180462,11,909
171164,5,755
205558,12,283
204345,1,651
193533,7,777
192085,13,258
197388,8,473
181971,12,522
219935,1,457
194032,7,688
209019,4,525
200755,12,325
216500,8,380
217097,9,353
186065,10,812
184947,9,586
186409,8,360
190900,6,881
168899,11,313
210665,4,755
218423,10,577
212227,13,923
223476,12,969
166636,11,991
217307,2,561
173730,2,614
193338,6,858
228180,8,862
150919,13,601
201894,12,220
173559,1,979
195621,4,353
207789,11,951
160337,1,354
191771,7,424
150743,11,621
225118,13,188
208677,5,987
183861,5,491
175350,9,378
169742,13,556
180314,1,301
206046,12,335
209031,1,488
224446,11,845
202022,10,700
178307,9,690
199448,7,170
205143,8,245
194286,7,676
191288,10,663
225902,4,754
171583,5,506
186346,3,507
187992,10,205
216896,3,859
158787,7,392
159065,7,314
206057,1,921
166594,4,143
202383,10,143
179526,12,787
228591,8,380
218896,2,833
215064,8,198
199706,6,555
204094,13,425
221536,1,721
197146,4,817
209559,11,591
195391,9,855
161496,6,129
213272,13,447
211971,4,890
176988,3,492
217606,3,667
217794,13,574
159220,8,285
155425,8,547
205764,10,189
183798,11,577
188529,10,900
159999,8,636
158233,11,498
183706,10,740
156616,8,186
228767,13,392
154118,12,862
221281,3,761
209980,7,140
215494,9,252
225013,4,705
173196,3,928
213515,10,104
167867,2,797
219770,2,126
215100,13,674
175413,7,344
183012,2,200
172590,9,530
203012,6,959
173302,9,605
193899,9,128
209702,6,704
159779,11,752
199383,3,256
158817,11,778
204819,9,518
163001,8,337
193173,13,704
228264,2,119
171320,5,184
168483,10,547
166860,6,771
183846,4,664
166671,13,483
212200,10,145
213734,12,555
226318,4,297
218431,2,973
203796,8,778
175854,7,518
214535,2,838
152572,4,337
214059,9,318
197481,9,648
158081,3,392
198111,4,813
200853,9,328
168746,10,176
225600,6,783
159117,4,616
191030,4,352
206584,3,498
217284,4,857
206089,3,206
213087,1,965
150091,2,461
227487,10,484
160401,12,340
217624,10,252
227191,11,176
219042,2,189
183341,11,699
217921,7,777
227253,12,990
212729,5,806
205267,1,135
154956,6,630
179284,1,604
176099,10,238
203297,13,873
175298,8,102
183235,7,360
163651,2,381
154312,9,486
187119,13,779
160902,6,721
178244,7,660
228294,12,928
176418,13,492
168415,13,726
177040,4,294
177286,4,265
202245,9,954
218466,4,738
196559,4,315
195479,13,783
196396,1,924
210674,12,545
152699,8,168
188303,6,182
151961,2,281
155143,8,1000
221345,10,466
173513,6,599
205438,12,828
186253,2,453
225208,13,191
157353,10,748
163559,8,507
205766,1,359
193820,6,858
209326,2,106
197200,8,513
219712,13,216
221232,1,176
154559,1,605
186320,6,488
165464,11,508
178306,13,171
184094,12,171
160449,3,962
157061,11,855
181529,6,264
189061,2,973
186585,2,270
196596,9,827
200637,5,125
173572,6,567
226981,9,394
154630,13,578
166173,9,557
206537,1,821
227947,6,941
218083,10,266
202528,7,542
217371,1,505
221218,9,327
165411,5,196
217886,1,747
215883,8,175
219787,3,512
157428,7,988
190162,10,959
175294,6,970
170283,9,552
170243,8,840
212032,12,133
221074,2,478
150976,12,555
225460,12,795
193718,11,397
205689,4,473
187057,12,871
181695,6,975
191700,6,596
154892,8,555
228852,3,966
208448,11,217
193038,6,624
196106,13,461
214609,12,814
156518,3,892
210224,10,727
160860,7,561
173792,7,942
179269,10,975
220547,8,892
162913,7,664
165032,3,980
161785,11,406
223155,5,691
226429,7,371
175225,12,583
221310,9,422
165400,13,874
197762,1,984
166698,5,597
171138,8,770
194882,2,363
181096,7,137
186872,8,788
174444,11,894
198987,7,630
207345,10,190
153620,12,433
208402,13,459
203466,6,702
223047,2,766
162807,6,694
190018,1,240
169496,9,589
192173,12,358
170216,2,267
229095,3,413
160341,7,653
194094,8,562
229307,4,946
196904,1,200
178579,9,193
152859,9,503
168045,8,366
172435,8,552
161843,11,997
181779,3,602
207803,12,825
191663,6,624
192746,13,714
187192,4,508
224044,5,969
156299,10,375
190548,3,278
187305,12,955
205040,3,666
162230,10,277
197102,10,684
171620,12,951
165917,5,111
194186,9,814
214174,7,130
201253,5,686
228832,1,762
194310,13,177
209501,5,459
167250,1,319
172862,3,356
168735,9,174
212112,6,434
197820,4,494
190311,10,237
224078,2,615
175606,1,778
152744,8,858
186976,11,382
166801,4,586
169079,13,695
188037,5,347
179180,11,854
202173,12,127
204277,8,137
189298,2,919
188279,6,917
183103,11,403
179842,12,845
170927,6,674
193811,9,995
218118,3,249
196513,7,873
155531,8,451
202891,5,775
214156,7,506
190567,1,181
205649,11,422
208117,5,118
223257,11,425
182624,5,743
201106,11,810
203639,2,243
196037,9,722
157439,11,919
206898,1,269
225610,3,246
191749,11,587
169267,11,888
220139,12,144
203959,2,681
222183,13,995
160359,11,723
164772,9,214
156803,6,165
157180,4,474
221313,2,307
181313,8,635
152402,12,335
171933,7,467
155948,1,373
170370,12,628
221342,2,962
204614,3,191
167519,13,607
216950,7,241
152243,5,255
173676,4,919
175905,5,229
212891,13,635
170131,10,655
171170,1,660
166409,10,696
184219,3,869
193051,13,828
168595,10,902
204947,4,248
151505,4,432
157379,8,976
199430,11,578
199499,2,487
155734,2,614
179957,1,828
198656,13,677
221175,1,226
195328,9,422
187846,9,271
205713,1,261
172564,13,308
158024,11,330
159981,7,599
227239,3,731
152290,13,199
161133,6,788
179609,1,415
192490,10,771
166033,2,858
168011,1,439
212947,3,324
217157,13,910
173569,1,511
180072,7,418
185861,9,689
194295,12,206
208312,10,920
223534,3,672
165441,11,591
212247,7,116
207264,3,502
198842,11,227
156033,12,802
184031,4,567
166931,9,575
217747,10,643
203587,8,280
175070,9,297
215420,10,105
164375,3,848
192299,11,987
218428,1,929
216758,13,916
152106,5,686
228518,4,643
165826,2,808
164108,8,968
182666,10,941
216599,9,678
159549,4,938
179359,3,133
225434,7,899
208248,9,559
213419,6,163
155962,10,206
160825,7,317
168756,1,419
167055,10,830
152499,1,682
151982,11,912
181089,4,900
180890,8,784
199593,12,470
226386,5,361
170985,6,313
171322,6,225
157927,6,373
153468,1,487
171577,12,905
180870,13,899
155403,4,474
228933,10,906
184175,5,355
194907,2,549
215057,2,327
194531,7,277
204311,1,863
220154,9,493
225293,9,121
199585,9,145
159789,3,814
217612,1,141
211131,7,619
174401,13,981
227839,5,821
190996,6,394
151406,11,981
179813,6,554
185363,6,135
220981,10,622
191347,7,341
179356,11,470
158588,3,257
174573,11,605
159443,13,310
223376,7,624
191654,3,816
206631,13,748
158009,2,343
179848,8,551
155648,3,680
163599,8,313
190282,8,865
225721,7,756
181407,8,170
155316,11,712
183670,11,940
182704,7,180
213679,7,619
169779,3,164
182157,6,919
195208,10,635
201168,9,440
222673,10,408
168329,8,833
154325,12,826
195706,9,240
160256,9,332
190665,6,193
202914,12,903
210383,11,314
172130,7,567
164467,12,564
198143,4,882
211278,6,965
206471,1,213
211572,10,835
206119,4,236
180836,4,221
171011,8,442
215092,13,523
160515,12,517
154909,1,683
168802,10,338
160438,5,956
179442,12,834
196631,2,684
171606,4,622
190624,5,753
187257,9,529
185957,13,725
194411,4,474
216694,9,370
201283,10,306
209370,4,605
203137,2,891
189226,5,464
202575,1,130
172940,1,965
171545,1,160
172141,11,453
167042,12,266
205623,6,961
192171,1,450
178080,4,535
157283,9,211
167999,5,136
192564,6,380
191594,9,639
154273,7,479
215820,6,389
168462,5,826
174394,8,180
221106,7,524
223738,4,812
221346,12,698
180298,8,189
172234,10,929
212012,10,104
198530,8,212
160200,1,134
164781,7,570
