IDALOJAMIENTO,SERVPUBLICO,ADMINISTRACION,IDENTIFICACIONOPERADORUSUARIO
51265,N,Y,21558
51266,N,Y,11323
51267,N,Y,30518
51268,N,N,17042
51269,Y,N,18744
51270,N,N,36304
51271,Y,N,1605
51272,Y,N,22957
51273,Y,N,28873
51274,N,N,48612
51275,N,N,10152
51276,N,Y,38426
51277,N,N,855
51278,Y,N,46831
51279,N,Y,6004
51280,N,N,1452
51281,N,Y,39473
51282,N,N,47925
51283,Y,N,33864
51284,N,Y,13966
51285,N,N,25728
51286,Y,Y,35539
51287,N,N,21192
51288,N,Y,7652
51289,Y,N,39706
51290,N,N,39415
51291,Y,Y,28763
51292,Y,N,10026
51293,Y,Y,27989
51294,N,N,21429
51295,N,N,28646
51296,Y,Y,1057
51297,Y,N,19882
51298,N,N,48958
51299,N,N,33114
51300,Y,N,25693
51301,Y,N,44017
51302,N,Y,45132
51303,N,Y,20076
51304,N,N,37170
51305,N,Y,11631
51306,Y,N,48364
51307,N,N,36294
51308,N,Y,46214
51309,N,Y,38268
51310,Y,N,14788
51311,N,N,24151
51312,N,Y,29205
51313,N,Y,35874
51314,N,N,23573
51315,N,N,38470
51316,N,Y,2359
51317,N,Y,21849
51318,N,N,20133
51319,N,Y,5868
51320,Y,Y,12269
51321,Y,Y,27266
51322,Y,N,48634
51323,Y,Y,32181
51324,N,Y,12336
51325,N,N,3795
51326,Y,N,13650
51327,Y,Y,30843
51328,N,N,36855
51329,Y,N,48750
51330,N,N,49067
51331,N,Y,24490
51332,Y,Y,8159
51333,Y,N,35989
51334,Y,N,11106
51335,Y,Y,39036
51336,Y,N,34090
51337,Y,N,29111
51338,Y,N,30392
51339,N,N,14954
51340,Y,N,37064
51341,N,N,16597
51342,Y,N,3844
51343,N,Y,43979
51344,N,N,15160
51345,Y,N,15910
51346,Y,N,28163
51347,N,N,44875
51348,N,Y,35741
51349,N,Y,8948
51350,N,N,28170
51351,Y,N,6355
51352,Y,N,4233
51353,Y,N,25067
51354,N,Y,28982
51355,N,Y,46830
51356,Y,Y,9865
51357,N,N,22054
51358,Y,Y,30162
51359,N,Y,36028
51360,Y,N,3432
51361,N,N,42455
51362,Y,Y,3742
51363,N,N,8207
51364,Y,N,47889
51365,N,N,27663
51366,N,N,49405
51367,Y,Y,35858
51368,Y,N,589
51369,Y,N,8909
51370,N,N,20818
51371,Y,N,30350
51372,Y,N,3944
51373,Y,Y,26490
51374,N,N,24019
51375,Y,Y,15849
51376,N,N,20552
51377,Y,Y,5703
51378,N,Y,45639
51379,Y,N,41066
51380,N,Y,20662
51381,N,N,39450
51382,N,N,41291
51383,Y,N,1011
51384,Y,Y,32620
51385,N,N,40660
51386,Y,Y,6463
51387,N,N,19326
51388,N,Y,25866
51389,N,N,12195
51390,N,Y,47685
51391,Y,Y,16184
51392,Y,N,34249
51393,Y,N,31461
51394,N,Y,27560
51395,Y,Y,16813
51396,N,Y,29881
51397,Y,Y,5922
51398,N,Y,33932
51399,N,Y,32894
51400,Y,Y,5613
51401,N,Y,16695
51402,N,N,10027
51403,N,N,46098
51404,N,Y,14528
51405,N,Y,9669
51406,Y,Y,17307
51407,N,Y,27807
51408,Y,Y,24065
51409,N,Y,27103
51410,Y,Y,29829
51411,N,N,30103
51412,N,N,20334
51413,N,N,43749
51414,Y,Y,49916
51415,Y,N,27105
51416,N,Y,34311
51417,Y,N,39894
51418,N,Y,31002
51419,Y,N,7058
51420,Y,Y,24844
51421,N,N,41752
51422,N,Y,21939
51423,N,Y,3292
51424,Y,N,2083
51425,N,Y,37277
51426,Y,N,47622
51427,N,Y,46547
51428,Y,N,7395
51429,N,N,47066
51430,N,N,1768
51431,Y,N,46494
51432,Y,N,25
51433,Y,Y,15120
51434,Y,N,11022
51435,Y,N,7436
51436,N,Y,15491
51437,N,Y,8644
51438,Y,N,14432
51439,Y,Y,35675
51440,N,N,14860
51441,N,N,29501
51442,Y,Y,36357
51443,Y,Y,17334
51444,N,N,26650
51445,N,N,39700
51446,N,N,13407
51447,N,N,5219
51448,Y,Y,38141
51449,Y,Y,36317
51450,Y,Y,10420
51451,N,N,7274
51452,Y,Y,30646
51453,Y,N,47926
51454,Y,Y,47458
51455,Y,N,10319
51456,Y,Y,48752
51457,N,Y,39727
51458,Y,N,21801
51459,Y,Y,28680
51460,N,N,9222
51461,N,N,49085
51462,N,N,18665
51463,N,N,26188
51464,Y,N,1732
51465,Y,N,24239
51466,N,N,9597
51467,N,N,41732
51468,N,N,35618
51469,Y,N,41613
51470,Y,N,14742
51471,Y,Y,13331
51472,N,Y,36960
51473,N,Y,12677
51474,N,Y,4873
51475,N,Y,42114
51476,N,Y,21627
51477,N,Y,38313
51478,N,Y,41081
51479,N,N,39974
51480,Y,Y,38720
51481,Y,N,33277
51482,N,N,40731
51483,Y,Y,26766
51484,Y,Y,21921
51485,N,Y,11748
51486,N,N,116
51487,N,N,9957
51488,N,N,7359
51489,N,N,9522
51490,Y,Y,4423
51491,Y,N,19684
51492,N,Y,40228
51493,N,N,10758
51494,Y,N,43724
51495,N,Y,13813
51496,Y,N,31032
51497,Y,N,14005
51498,Y,N,36111
51499,N,N,41306
51500,Y,N,47361
51501,N,Y,32191
51502,Y,Y,7004
51503,N,Y,39652
51504,N,N,42600
51505,N,Y,45964
51506,Y,N,42465
51507,N,Y,31758
51508,Y,N,39582
51509,N,N,41110
51510,Y,Y,27995
51511,N,Y,13715
51512,N,N,3268
51513,N,Y,1326
51514,Y,Y,47147
51515,Y,Y,10250
51516,N,N,8258
51517,Y,Y,3643
51518,N,Y,35407
51519,Y,Y,41504
51520,Y,Y,33403
51521,Y,Y,46086
51522,Y,Y,47215
51523,Y,N,5007
51524,N,Y,41591
51525,N,Y,7797
51526,N,N,34352
51527,N,N,48870
51528,Y,Y,5801
51529,Y,N,12730
51530,N,Y,1249
51531,N,Y,11088
51532,N,Y,30402
51533,Y,Y,45150
51534,Y,N,27628
51535,Y,Y,1316
51536,N,N,26034
51537,N,N,15687
51538,N,N,2853
51539,N,N,4915
51540,Y,Y,23571
51541,N,N,16851
51542,N,Y,37469
51543,N,Y,1263
51544,Y,N,26679
51545,N,N,1938
51546,Y,Y,12816
51547,Y,N,17860
51548,N,Y,34583
51549,Y,N,40521
51550,N,Y,46343
51551,Y,Y,45244
51552,N,N,41160
51553,N,Y,7789
51554,N,N,31251
51555,N,N,47178
51556,Y,N,10839
51557,N,N,10471
51558,Y,N,4711
51559,N,N,38018
51560,N,Y,14411
51561,Y,Y,21925
51562,Y,Y,42273
51563,N,N,5242
51564,Y,Y,16079
51565,N,N,16923
51566,Y,Y,26432
51567,Y,Y,9714
51568,N,N,44148
51569,Y,N,46672
51570,Y,Y,42431
51571,N,Y,2762
51572,N,N,36749
51573,N,N,14049
51574,N,N,17664
51575,Y,Y,7808
51576,N,N,13841
51577,Y,Y,39369
51578,Y,Y,43492
51579,Y,N,47415
51580,N,Y,26308
51581,N,Y,19412
51582,Y,N,23895
51583,N,N,1720
51584,Y,Y,9011
51585,Y,Y,11855
51586,Y,N,8735
51587,N,N,25484
51588,Y,Y,17843
51589,N,N,36645
51590,Y,N,7045
51591,Y,Y,15394
51592,N,N,22402
51593,N,N,15982
51594,Y,N,1171
51595,N,N,22213
51596,Y,N,32315
51597,N,Y,1100
51598,N,Y,47155
51599,Y,N,3348
51600,Y,N,22542
51601,N,N,45077
51602,N,N,46946
51603,Y,N,48047
51604,Y,Y,17437
51605,N,N,8949
51606,N,Y,47883
51607,N,N,26506
51608,N,N,40602
51609,Y,N,30995
51610,N,N,4595
51611,Y,Y,21010
51612,Y,N,34453
51613,Y,Y,44679
51614,Y,Y,40013
51615,Y,N,7994
51616,N,Y,25477
51617,N,N,19894
51618,N,Y,37278
51619,Y,N,15800
51620,Y,N,37386
51621,N,N,24258
51622,Y,N,12679
51623,N,N,31091
51624,Y,Y,597
51625,N,Y,43815
51626,N,N,24221
51627,Y,Y,27091
51628,N,N,33239
51629,N,Y,9537
51630,Y,N,45726
51631,N,N,25737
51632,N,Y,16160
51633,Y,N,32402
51634,Y,Y,34408
51635,Y,N,43379
51636,Y,Y,49262
51637,N,N,47377
51638,N,N,19311
51639,N,Y,13740
51640,Y,N,45848
51641,N,Y,11809
51642,Y,N,24740
51643,Y,Y,8618
51644,N,N,45090
51645,Y,Y,10310
51646,Y,N,17120
51647,N,N,8093
51648,N,N,40052
51649,Y,Y,37679
51650,Y,Y,27333
51651,N,N,49378
51652,Y,N,25445
51653,N,Y,31121
51654,N,N,40840
51655,N,N,29740
51656,Y,N,32442
51657,N,N,36318
51658,N,Y,17339
51659,Y,N,15736
51660,N,N,30342
51661,Y,N,16912
51662,Y,N,40729
51663,N,Y,19962
51664,N,N,31129
51665,Y,N,14947
51666,Y,Y,10517
51667,N,Y,37662
51668,Y,N,19356
51669,Y,Y,16967
51670,N,Y,34657
51671,N,N,22625
51672,N,N,15519
51673,Y,Y,42223
51674,N,Y,17363
51675,N,N,32759
51676,N,Y,39588
51677,N,N,13314
51678,N,N,28399
51679,N,N,46561
51680,Y,Y,25189
51681,Y,N,18331
51682,N,N,7201
51683,N,N,32554
51684,Y,Y,32857
51685,N,Y,20919
51686,Y,Y,44958
51687,N,Y,37646
51688,Y,N,21286
51689,N,N,40802
51690,Y,Y,430
51691,Y,N,37366
51692,Y,N,2530
51693,N,Y,44288
51694,N,Y,20143
51695,N,N,11786
51696,Y,Y,22996
51697,N,N,10408
51698,Y,N,6122
51699,Y,Y,25273
51700,Y,Y,2124
51701,Y,Y,4567
51702,N,N,23430
51703,Y,Y,31450
51704,Y,N,30097
51705,N,N,26822
51706,Y,N,34190
51707,Y,N,42728
51708,Y,Y,17646
51709,Y,Y,47390
51710,Y,Y,47086
51711,N,Y,44529
51712,N,N,29451
51713,N,Y,24776
51714,N,Y,7378
51715,N,Y,16270
51716,N,N,20344
51717,Y,N,45940
51718,N,Y,28577
51719,Y,Y,18435
51720,Y,N,37829
51721,Y,N,28274
51722,Y,Y,34251
51723,N,Y,36021
51724,N,Y,31689
51725,N,N,17733
51726,N,Y,35039
51727,Y,Y,41697
51728,Y,N,16126
51729,N,N,44350
51730,Y,N,34299
51731,N,N,47114
51732,N,N,23847
51733,Y,N,36138
51734,Y,N,2015
51735,Y,Y,3630
51736,N,Y,33667
51737,Y,N,28817
51738,Y,N,41979
51739,N,N,46542
51740,Y,N,46140
51741,Y,Y,49538
51742,Y,Y,18524
51743,N,Y,18921
51744,Y,N,34843
51745,Y,N,13641
51746,Y,Y,38882
51747,N,Y,10476
51748,N,Y,45098
51749,Y,Y,26658
51750,Y,N,41783
51751,Y,N,36279
51752,N,N,58
51753,N,Y,18517
51754,N,Y,33795
51755,N,Y,47878
51756,N,N,46300
51757,Y,Y,35567
51758,Y,N,21302
51759,N,Y,8720
51760,Y,N,30638
51761,N,Y,2660
51762,N,N,12066
51763,N,Y,32800
51764,N,N,15446
51765,Y,Y,19607
51766,Y,N,18814
51767,N,N,27519
51768,N,Y,8870
51769,Y,N,12985
51770,N,N,32390
51771,N,N,17063
51772,Y,N,48360
51773,Y,N,9216
51774,N,N,8070
51775,Y,Y,19136
51776,N,N,623
51777,Y,Y,1319
51778,N,Y,8054
51779,N,Y,511
51780,N,Y,10177
51781,N,Y,15505
51782,N,N,28476
51783,Y,N,29244
51784,Y,N,2797
51785,Y,N,38567
51786,Y,Y,19989
51787,Y,Y,38211
51788,Y,N,18052
51789,N,Y,38108
51790,Y,N,48919
51791,Y,N,20479
51792,N,Y,27648
51793,N,N,28970
51794,N,N,11071
51795,Y,Y,27560
51796,N,Y,41407
51797,N,N,10941
51798,Y,Y,17328
51799,N,N,27694
51800,N,Y,32931
51801,N,Y,44507
51802,N,N,32970
51803,N,Y,26265
51804,Y,Y,40936
51805,N,Y,26367
51806,Y,N,38165
51807,Y,N,46504
51808,N,N,29861
51809,Y,Y,30243
51810,Y,Y,22100
51811,N,N,25309
51812,Y,N,43211
51813,Y,N,10627
51814,Y,N,41034
51815,N,Y,40446
51816,Y,Y,8647
51817,N,Y,7811
51818,Y,N,1297
51819,Y,N,44049
51820,N,N,18052
51821,Y,N,45268
51822,Y,N,13753
51823,Y,N,18148
51824,N,Y,49218
51825,N,Y,6808
51826,N,N,35749
51827,Y,Y,28677
51828,Y,Y,2255
51829,N,Y,41869
51830,Y,Y,22790
51831,N,N,205
51832,N,Y,43235
51833,Y,N,42401
51834,N,N,4615
51835,Y,N,9452
51836,N,Y,19666
51837,Y,Y,38906
51838,Y,Y,22975
51839,Y,Y,41205
51840,N,N,34446
51841,Y,N,45887
51842,Y,N,24471
51843,Y,N,25387
51844,Y,Y,9826
51845,N,Y,49805
51846,Y,Y,6834
51847,Y,N,31915
51848,Y,Y,27601
51849,Y,N,46529
51850,Y,N,16493
51851,Y,Y,36439
51852,N,N,48649
51853,Y,N,6796
51854,N,Y,43708
51855,Y,Y,8551
51856,Y,Y,2314
51857,N,N,39499
51858,Y,Y,3307
51859,Y,Y,22663
51860,Y,N,21033
51861,Y,N,27416
51862,N,Y,20504
51863,Y,Y,646
51864,Y,Y,12528
51865,N,Y,707
51866,N,Y,13201
51867,Y,N,46894
51868,N,N,40208
51869,Y,Y,39239
51870,Y,N,29900
51871,Y,Y,24757
51872,N,Y,10912
51873,Y,N,41324
51874,Y,Y,27729
51875,Y,N,45667
51876,Y,N,7375
51877,N,N,13726
51878,N,N,8116
51879,Y,N,30325
51880,Y,N,31274
51881,Y,Y,18792
51882,Y,N,8339
51883,N,Y,18960
51884,N,N,31464
51885,Y,N,48342
51886,N,N,23655
51887,Y,Y,2619
51888,N,N,16572
51889,Y,N,32939
51890,N,Y,19716
51891,N,N,47668
51892,Y,N,36258
51893,Y,N,8809
51894,N,Y,23823
51895,N,N,6966
51896,N,Y,25060
51897,N,N,18124
51898,N,Y,31817
51899,Y,Y,12935
51900,N,Y,41821
51901,Y,Y,20304
51902,N,N,27419
51903,N,Y,49508
51904,Y,N,31413
51905,N,N,37316
51906,Y,Y,34649
51907,Y,N,19828
51908,N,N,49676
51909,N,N,30486
51910,N,Y,27075
51911,Y,Y,37859
51912,Y,Y,15014
51913,N,N,45249
51914,Y,N,7881
51915,N,N,2092
51916,N,N,21506
51917,N,N,48134
51918,Y,N,20926
51919,N,Y,11489
51920,N,N,17092
51921,N,N,19927
51922,N,N,34180
51923,N,Y,49510
51924,Y,Y,33576
51925,N,Y,36464
51926,Y,Y,32076
51927,N,Y,10000
51928,N,Y,47547
51929,Y,N,29045
51930,N,N,45391
51931,N,Y,908
51932,Y,N,49446
51933,Y,Y,21349
51934,N,Y,36405
51935,N,Y,25246
51936,N,Y,21584
51937,Y,N,48222
51938,Y,N,26554
51939,Y,Y,10271
51940,N,Y,31281
51941,N,N,31852
51942,N,Y,30967
51943,Y,Y,8254
51944,Y,Y,27599
51945,Y,Y,9957
51946,N,Y,32057
51947,N,N,33748
51948,N,Y,32079
51949,N,N,8453
51950,N,N,9799
51951,N,N,29185
51952,N,Y,13446
51953,N,Y,33429
51954,Y,Y,42580
51955,N,Y,31564
51956,Y,Y,12275
51957,Y,Y,38907
51958,N,Y,19756
51959,Y,Y,49631
51960,Y,Y,24403
51961,Y,Y,45211
51962,N,N,42737
51963,N,N,14962
51964,Y,Y,997
51965,N,Y,15750
51966,N,Y,17573
51967,N,N,31421
51968,Y,N,26327
51969,Y,Y,2630
51970,N,Y,17395
51971,N,N,18184
51972,N,N,29580
51973,Y,Y,37877
51974,Y,N,39627
51975,Y,N,19449
51976,N,Y,46122
51977,N,Y,39133
51978,Y,Y,13868
51979,Y,Y,23046
51980,Y,Y,6612
51981,Y,N,30860
51982,N,N,27615
51983,N,Y,37922
51984,Y,Y,294
51985,N,N,9698
51986,N,N,12053
51987,N,Y,15524
51988,N,N,35356
51989,N,Y,7363
51990,N,N,14608
51991,N,Y,39886
51992,Y,Y,5670
51993,Y,Y,44378
51994,N,N,5004
51995,Y,N,7007
51996,N,N,10104
51997,N,Y,15429
51998,N,N,42625
51999,N,N,33165
52000,Y,Y,43632
52001,Y,Y,44094
52002,Y,N,4736
52003,N,Y,36706
52004,Y,N,31208
52005,N,Y,42857
52006,Y,Y,30383
52007,N,N,42094
52008,Y,Y,25712
52009,Y,N,11531
52010,Y,Y,33082
52011,N,Y,28126
52012,N,Y,9658
52013,N,N,16930
52014,N,N,38203
52015,Y,N,27382
52016,N,N,26937
52017,Y,Y,6502
52018,N,Y,23246
52019,N,N,3757
52020,Y,N,2575
52021,Y,Y,46886
52022,N,Y,10285
52023,Y,Y,44983
52024,N,N,36979
52025,N,N,17500
52026,N,N,35118
52027,Y,Y,44480
52028,N,N,48503
52029,N,N,25868
52030,Y,Y,21635
52031,N,Y,18728
52032,Y,N,20479
52033,N,N,16366
52034,Y,Y,35654
52035,N,Y,40287
52036,Y,Y,8530
52037,Y,N,33769
52038,N,Y,18479
52039,Y,N,47806
52040,Y,N,12246
52041,Y,N,39727
52042,N,Y,9910
52043,N,N,43639
52044,N,Y,15069
52045,N,N,39781
52046,N,Y,2431
52047,N,Y,48312
52048,Y,Y,2899
52049,N,N,22765
52050,Y,Y,35231
52051,Y,N,21900
52052,N,Y,15003
52053,N,N,27506
52054,N,N,42628
52055,N,Y,19880
52056,Y,Y,10385
52057,Y,Y,47949
52058,N,N,23413
52059,N,Y,36461
52060,N,N,35893
52061,N,N,30147
52062,Y,N,15297
52063,Y,N,43086
52064,Y,N,16590
52065,N,Y,36715
52066,Y,N,38317
52067,Y,N,47547
52068,Y,N,1393
52069,N,Y,12875
52070,N,Y,13542
52071,Y,Y,17485
52072,N,Y,33754
52073,N,N,15958
52074,Y,Y,14890
52075,N,Y,46545
52076,N,N,29672
52077,N,Y,28575
52078,Y,N,5939
52079,N,Y,9430
52080,Y,N,48585
52081,N,N,6310
52082,N,Y,15603
52083,Y,Y,9802
52084,Y,N,23567
52085,N,Y,36078
52086,Y,N,27569
52087,N,N,1993
52088,Y,Y,25662
52089,Y,Y,1573
52090,N,N,20285
52091,Y,Y,8975
52092,N,N,18750
52093,Y,Y,17723
52094,N,Y,1502
52095,N,N,9491
52096,Y,Y,7455
52097,N,N,14292
52098,N,Y,21610
52099,N,Y,7969
52100,Y,N,22003
52101,Y,Y,25018
52102,N,Y,43760
52103,N,N,26248
52104,N,N,8315
52105,N,Y,17072
52106,N,N,11331
52107,Y,N,45831
52108,Y,N,31017
52109,N,Y,8848
52110,N,N,28330
52111,N,Y,40268
52112,Y,N,16449
52113,Y,Y,26110
52114,N,Y,5537
52115,N,N,39265
52116,N,Y,34348
52117,Y,N,17623
52118,Y,Y,17287
52119,Y,Y,22738
52120,Y,Y,7978
52121,Y,Y,15360
52122,Y,N,47754
52123,Y,Y,40153
52124,Y,N,13876
52125,Y,Y,37436
52126,Y,N,5096
52127,N,N,5609
52128,Y,N,17256
52129,Y,N,15301
52130,Y,N,47279
52131,Y,N,13330
52132,Y,N,1697
52133,Y,Y,48514
52134,Y,Y,35130
52135,N,Y,5095
52136,Y,Y,32193
52137,Y,Y,42611
52138,N,N,30531
52139,Y,N,44516
52140,N,Y,36329
52141,Y,Y,932
52142,Y,Y,34298
52143,N,Y,45259
52144,Y,N,13604
52145,N,N,35751
52146,Y,N,33431
52147,N,Y,45009
52148,N,Y,49824
52149,N,N,8072
52150,N,N,32813
52151,N,N,30394
52152,Y,N,42788
52153,N,Y,9212
52154,Y,Y,25349
52155,N,N,9623
52156,Y,N,46742
52157,N,N,5613
52158,N,Y,14805
52159,Y,Y,29045
52160,N,N,24742
52161,N,N,6653
52162,Y,Y,21641
52163,Y,Y,27110
52164,N,Y,37458
52165,Y,N,46936
52166,N,Y,28901
52167,N,Y,35062
52168,Y,N,43875
52169,Y,N,27666
52170,N,Y,18776
52171,N,Y,12899
52172,N,N,8379
52173,Y,Y,27539
52174,Y,N,46764
52175,Y,Y,19867
52176,Y,N,14578
52177,N,Y,3992
52178,Y,N,45134
52179,N,N,6958
52180,Y,N,27315
52181,N,N,2000
52182,N,N,36114
52183,Y,Y,29979
52184,N,N,26481
52185,Y,N,40999
52186,Y,Y,17915
52187,Y,N,900
52188,Y,N,36621
52189,N,N,23931
52190,N,N,5593
52191,N,Y,2324
52192,N,Y,21256
52193,N,N,27730
52194,Y,N,33313
52195,N,Y,30235
52196,N,Y,44842
52197,N,N,25032
52198,N,N,18899
52199,Y,Y,14704
52200,N,N,46855
52201,Y,Y,1149
52202,Y,N,47535
52203,Y,Y,15660
52204,N,Y,7473
52205,Y,N,22327
52206,Y,N,15279
52207,N,N,30492
52208,N,Y,25343
52209,Y,Y,10480
52210,N,N,26356
52211,Y,Y,9913
52212,Y,Y,3756
52213,N,Y,37020
52214,N,N,26097
52215,N,Y,37827
52216,Y,N,17662
52217,Y,Y,25791
52218,Y,N,9169
52219,Y,Y,14739
52220,N,N,5774
52221,Y,N,43254
52222,Y,N,12308
52223,Y,Y,31146
52224,N,Y,31860
52225,Y,N,12279
52226,Y,Y,46009
52227,Y,N,43070
52228,Y,Y,2018
52229,N,Y,20856
52230,N,N,49991
52231,Y,N,24953
52232,N,Y,48600
52233,N,N,32795
52234,Y,Y,25577
52235,Y,Y,21789
52236,N,N,31325
52237,Y,N,5185
52238,Y,Y,8548
52239,N,N,18050
52240,N,N,46528
52241,N,Y,48144
52242,Y,Y,25981
52243,Y,Y,44956
52244,N,N,35414
52245,N,Y,15181
52246,N,N,12592
52247,N,N,20506
52248,Y,N,11793
52249,Y,Y,25595
52250,Y,N,39755
52251,Y,Y,25887
52252,Y,N,42530
52253,N,N,16932
52254,Y,N,9443
52255,Y,N,42051
52256,Y,Y,17791
52257,Y,N,21213
52258,N,N,48886
52259,N,Y,45232
52260,Y,N,47549
52261,Y,N,24516
52262,N,Y,5649
52263,Y,N,29944
52264,N,Y,27512
52265,Y,Y,14287
52266,N,N,39394
52267,Y,Y,36729
52268,Y,N,28348
52269,N,Y,7050
52270,N,Y,23108
52271,Y,Y,9556
52272,Y,N,16382
52273,Y,Y,500
52274,N,Y,653
52275,N,N,34639
52276,Y,N,44003
52277,Y,Y,19025
52278,Y,N,11039
52279,Y,Y,499
52280,N,Y,22478
52281,N,Y,12077
52282,Y,Y,2131
52283,N,N,7559
52284,Y,Y,25212
52285,Y,N,23205
52286,Y,N,13207
52287,Y,Y,120
52288,N,N,17990
52289,Y,N,16924
52290,N,Y,30786
52291,N,Y,49742
52292,N,Y,20692
52293,N,Y,29432
52294,N,Y,3053
52295,Y,N,45698
52296,N,Y,7467
52297,N,Y,12001
52298,Y,N,32040
52299,N,N,24200
52300,N,N,7762
52301,N,Y,4111
52302,Y,N,6389
52303,N,Y,47138
52304,Y,N,9602
52305,N,Y,28181
52306,Y,Y,30592
52307,Y,Y,35923
52308,N,Y,37059
52309,N,N,5587
52310,Y,N,43727
52311,N,N,46923
52312,N,N,16465
52313,N,N,29984
52314,N,N,22956
52315,N,N,20616
52316,Y,Y,35802
52317,N,N,16648
52318,Y,Y,5190
52319,Y,Y,10986
52320,Y,N,11366
52321,N,Y,12111
52322,N,Y,11509
52323,N,Y,3524
52324,N,N,17545
52325,N,N,49587
52326,N,N,27695
52327,Y,Y,28342
52328,Y,Y,37988
52329,N,N,47640
52330,Y,N,9122
52331,Y,N,32085
52332,N,Y,18201
52333,Y,Y,39920
52334,Y,Y,9737
52335,N,N,29718
52336,N,Y,33753
52337,Y,N,39150
52338,N,Y,16935
52339,Y,N,49771
52340,Y,Y,45772
52341,N,Y,25198
52342,N,N,22109
52343,Y,N,14477
52344,N,N,27137
52345,N,N,49889
52346,Y,N,40491
52347,Y,Y,4299
52348,Y,Y,24180
52349,Y,N,36313
52350,Y,N,21948
52351,N,N,34758
52352,Y,N,35325
52353,N,N,36124
52354,Y,N,17183
52355,N,N,6384
52356,Y,N,34532
52357,Y,Y,48310
52358,Y,N,20785
52359,Y,Y,31430
52360,N,Y,33188
52361,N,N,21152
52362,N,N,29157
52363,Y,Y,49471
52364,N,N,8041
52365,N,N,49820
52366,Y,Y,16938
52367,Y,N,42444
52368,N,N,41064
52369,N,Y,1881
52370,Y,N,30367
52371,N,N,31009
52372,Y,N,28595
52373,N,Y,34171
52374,Y,Y,36525
52375,N,Y,16502
52376,Y,Y,28687
52377,N,Y,42381
52378,N,Y,9155
52379,N,N,9882
52380,Y,Y,26642
52381,N,Y,31430
52382,N,Y,47173
52383,Y,Y,44434
52384,N,N,37578
52385,N,Y,11657
52386,Y,Y,14024
52387,Y,N,6478
52388,N,N,38335
52389,Y,N,32236
52390,N,N,35789
52391,N,Y,34354
52392,Y,N,22109
52393,N,Y,40176
52394,Y,Y,29996
52395,Y,N,17212
52396,N,Y,22310
52397,N,Y,11634
52398,N,Y,44050
52399,Y,Y,28200
52400,N,Y,12838
52401,N,Y,30003
52402,N,N,40514
52403,N,N,18344
52404,Y,Y,8613
52405,Y,Y,41272
52406,N,N,963
52407,N,N,28617
52408,Y,N,1814
52409,Y,N,11159
52410,N,Y,26850
52411,Y,Y,37039
52412,Y,Y,1159
52413,Y,Y,5804
52414,N,Y,38690
52415,N,N,22035
52416,N,Y,15498
52417,N,N,11308
52418,Y,Y,7509
52419,N,N,40204
52420,Y,N,3914
52421,Y,N,44396
52422,Y,N,28756
52423,N,Y,35852
52424,Y,Y,2560
52425,Y,N,30590
52426,Y,Y,35454
52427,N,N,3590
52428,N,N,23218
52429,Y,N,1196
52430,Y,Y,9949
52431,N,N,18103
52432,Y,Y,13708
52433,N,Y,22442
52434,Y,Y,2717
52435,N,N,42941
52436,N,Y,5963
52437,Y,Y,49439
52438,N,Y,47307
52439,N,N,42963
52440,N,N,3138
52441,N,N,19038
52442,Y,N,34325
52443,Y,Y,7761
52444,Y,N,16870
52445,Y,N,9568
52446,N,N,19972
52447,Y,N,36318
52448,Y,Y,33521
52449,N,Y,28091
52450,N,Y,23657
52451,N,Y,13598
52452,Y,Y,17212
52453,N,N,48530
52454,N,N,13263
52455,Y,Y,21777
52456,N,Y,24852
52457,N,N,41493
52458,Y,Y,5336
52459,N,N,37952
52460,N,N,17934
52461,N,N,4625
52462,Y,Y,29648
52463,N,Y,30036
52464,Y,Y,1129
52465,Y,Y,14449
52466,Y,Y,22772
52467,Y,Y,28063
52468,Y,N,5545
52469,Y,N,5130
52470,Y,N,5890
52471,N,Y,20069
52472,N,Y,46093
52473,Y,N,11560
52474,N,N,47165
52475,N,Y,26936
52476,Y,N,49625
52477,Y,N,46213
52478,Y,N,116
52479,N,Y,5572
52480,N,Y,4479
52481,Y,N,19312
52482,N,N,44683
52483,N,Y,17534
52484,Y,N,16131
52485,Y,Y,6131
52486,N,N,16759
52487,N,N,9478
52488,Y,Y,37456
52489,Y,N,46143
52490,N,N,28720
52491,Y,N,6952
52492,N,N,37554
52493,N,N,19594
52494,N,N,4491
52495,N,Y,10026
52496,Y,N,27909
52497,N,Y,1097
52498,N,N,22323
52499,Y,Y,20510
52500,Y,Y,44726
52501,Y,Y,5664
52502,N,Y,6235
52503,N,Y,42757
52504,N,N,39270
52505,N,Y,21609
52506,N,Y,14880
52507,N,N,39601
52508,N,N,40579
52509,N,N,5289
52510,Y,N,27291
52511,N,N,25893
52512,Y,N,43751
52513,N,N,36031
52514,Y,Y,5329
52515,Y,Y,35863
52516,N,N,3934
52517,Y,N,10971
52518,Y,Y,10398
52519,Y,N,8252
52520,Y,Y,25372
52521,Y,N,31852
52522,N,N,14294
52523,N,N,24047
52524,N,Y,39487
52525,N,N,14105
52526,Y,Y,28378
52527,N,N,1161
52528,Y,Y,46590
52529,N,Y,21917
52530,Y,N,740
52531,N,N,32966
52532,Y,Y,20016
52533,N,N,42715
52534,Y,Y,45284
52535,N,Y,23731
52536,N,Y,18861
52537,Y,Y,20418
52538,N,Y,20667
