ID,TIPOHABITACION,CAPACIDAD,IDVIVIENDAUNIVERSITARIA
191216,compartido,3,10958
191217,individual,4,11464
191218,compartido,1,10168
191219,compartido,2,3295
191220,individual,2,8501
191221,individual,4,16684
191222,individual,4,19329
191223,compartido,2,8278
191224,individual,4,5478
191225,individual,1,19870
191226,compartido,2,15633
191227,individual,4,15384
191228,compartido,1,2563
191229,individual,1,9349
191230,individual,4,9840
191231,individual,4,12501
191232,compartido,1,17327
191233,compartido,2,1672
191234,compartido,2,1169
191235,compartido,1,8784
191236,compartido,1,530
191237,individual,4,3957
191238,compartido,1,4052
191239,compartido,3,4640
191240,individual,4,16242
191241,individual,1,8578
191242,individual,4,15863
191243,compartido,2,17454
191244,individual,4,15388
191245,individual,2,5135
191246,individual,3,10163
191247,compartido,2,4745
191248,individual,4,9702
191249,compartido,3,2175
191250,compartido,3,16460
191251,individual,3,19426
191252,individual,2,12203
191253,compartido,3,11563
191254,individual,2,11768
191255,individual,3,15804
191256,individual,4,16618
191257,compartido,2,11671
191258,compartido,3,14627
191259,individual,2,2920
191260,individual,3,13000
191261,individual,3,4680
191262,compartido,1,12614
191263,individual,2,9275
191264,compartido,1,16459
191265,individual,2,16398
191266,compartido,2,3421
191267,compartido,2,14917
191268,compartido,3,14248
191269,compartido,1,12479
191270,compartido,1,14377
191271,individual,1,12725
191272,individual,2,4064
191273,individual,2,8859
191274,compartido,3,15443
191275,individual,2,18194
191276,compartido,1,18317
191277,individual,2,8902
191278,compartido,3,14755
191279,compartido,3,16815
191280,compartido,1,4009
191281,compartido,1,5664
191282,individual,3,2573
191283,compartido,1,963
191284,compartido,4,5245
191285,compartido,3,8106
191286,compartido,1,1974
191287,compartido,1,8962
191288,individual,4,18135
191289,compartido,1,16552
191290,individual,3,3157
191291,individual,3,11436
191292,compartido,3,15594
191293,compartido,1,12138
191294,individual,1,10559
191295,individual,3,18581
191296,compartido,2,9811
191297,compartido,2,2996
191298,individual,2,6216
191299,individual,1,3979
191300,compartido,1,12076
191301,compartido,3,7395
191302,individual,3,5159
191303,individual,3,9941
191304,compartido,4,9212
191305,individual,1,6678
191306,compartido,4,15944
191307,compartido,3,1581
191308,compartido,1,3936
191309,individual,4,15220
191310,individual,4,17519
191311,compartido,2,6770
191312,compartido,1,13257
191313,individual,3,4624
191314,compartido,4,8288
191315,individual,3,14215
191316,individual,2,2914
191317,individual,1,18875
191318,individual,1,11964
191319,individual,3,1724
191320,compartido,2,14959
191321,compartido,4,17220
191322,individual,1,17507
191323,compartido,2,6392
191324,individual,1,19269
191325,individual,1,143
191326,individual,3,2286
191327,compartido,3,10362
191328,individual,2,2799
191329,individual,4,14431
191330,individual,4,18437
191331,individual,4,4162
191332,compartido,4,1638
191333,individual,2,878
191334,individual,4,16284
191335,individual,3,5635
191336,compartido,2,16357
191337,compartido,4,14659
191338,compartido,4,3217
191339,compartido,3,3629
191340,individual,3,19997
191341,individual,4,5611
191342,compartido,4,5800
191343,compartido,3,2273
191344,compartido,3,18679
191345,compartido,1,5929
191346,compartido,1,15041
191347,individual,1,3181
191348,individual,2,11172
191349,individual,2,11978
191350,compartido,3,11446
191351,compartido,4,9742
191352,compartido,3,6115
191353,individual,1,19041
191354,individual,3,3825
191355,compartido,3,14733
191356,compartido,1,17805
191357,individual,4,12952
191358,individual,1,822
191359,compartido,1,9150
191360,individual,2,16496
191361,compartido,4,10215
191362,compartido,2,17498
191363,individual,4,2516
191364,individual,2,6869
191365,individual,4,19966
191366,compartido,4,8695
191367,compartido,4,12858
191368,individual,2,17509
191369,compartido,3,12510
191370,individual,4,1868
191371,individual,4,4767
191372,individual,1,11469
191373,compartido,3,14258
191374,compartido,4,19960
191375,individual,2,2013
191376,compartido,4,13573
191377,compartido,1,11382
191378,compartido,4,3819
191379,compartido,3,7697
191380,individual,4,6933
191381,compartido,2,10329
191382,compartido,2,18000
191383,compartido,3,3187
191384,compartido,3,326
191385,individual,4,19422
191386,individual,3,10743
191387,individual,4,17449
191388,compartido,4,13476
191389,individual,4,5533
191390,compartido,4,10733
191391,individual,1,11317
191392,individual,1,8298
191393,individual,3,3637
191394,individual,3,10183
191395,individual,1,8426
191396,individual,1,16539
191397,individual,2,7222
191398,individual,3,3787
191399,compartido,4,15793
191400,compartido,2,12081
191401,compartido,3,1731
191402,compartido,2,14425
191403,individual,4,10752
191404,compartido,1,4279
191405,compartido,3,16625
191406,individual,1,839
191407,individual,3,19930
191408,compartido,4,15645
191409,individual,1,19274
191410,individual,2,2760
191411,individual,3,4031
191412,compartido,1,16721
191413,compartido,1,11901
191414,compartido,1,16637
191415,compartido,1,4749
191416,individual,4,2692
191417,compartido,3,14589
191418,compartido,3,10423
191419,compartido,1,3284
191420,compartido,3,1822
191421,individual,4,19900
191422,individual,1,5660
191423,individual,1,4154
191424,compartido,3,11120
191425,individual,1,3043
191426,individual,2,14149
191427,individual,1,19783
191428,individual,4,7709
191429,compartido,1,12086
191430,compartido,4,9935
191431,individual,3,7647
191432,individual,2,18728
191433,individual,1,5977
191434,individual,4,635
191435,individual,2,16181
191436,individual,4,7190
191437,compartido,2,14462
191438,individual,1,2766
191439,individual,1,12908
191440,compartido,1,6804
191441,compartido,4,19911
191442,compartido,2,15774
191443,individual,1,17555
191444,compartido,2,17166
191445,individual,1,12735
191446,individual,2,10455
191447,compartido,1,10695
191448,individual,3,7373
191449,individual,2,10882
191450,individual,3,8719
191451,individual,2,12156
191452,individual,2,1140
191453,individual,1,14331
191454,compartido,1,17271
191455,compartido,2,18564
191456,compartido,3,17976
191457,individual,2,13340
191458,individual,2,15740
191459,individual,1,15027
191460,compartido,4,16153
191461,individual,3,4537
191462,compartido,1,15894
191463,compartido,2,5536
191464,individual,1,5086
191465,compartido,3,16029
191466,individual,3,19118
191467,compartido,2,5459
191468,individual,3,14732
191469,compartido,2,9412
191470,individual,1,3429
191471,individual,1,7003
191472,individual,4,18978
191473,individual,4,3756
191474,individual,1,7801
191475,individual,1,4636
191476,compartido,4,5672
191477,compartido,4,103
191478,individual,3,4309
191479,individual,1,18336
191480,individual,1,12562
191481,compartido,3,16747
191482,individual,1,15842
191483,individual,2,18380
191484,individual,3,6665
191485,compartido,2,15912
191486,individual,2,10829
191487,individual,1,2377
191488,individual,4,7364
191489,compartido,2,18395
191490,individual,2,19559
191491,individual,4,11719
191492,compartido,2,14613
191493,compartido,2,14337
191494,compartido,4,15242
191495,individual,2,3880
191496,compartido,2,15804
191497,individual,1,15733
191498,individual,1,8234
191499,individual,2,8319
191500,compartido,4,13624
191501,compartido,1,5548
191502,individual,1,17386
191503,compartido,3,16584
191504,individual,2,6364
191505,compartido,3,16309
191506,individual,4,8061
191507,individual,1,17297
191508,compartido,3,9190
191509,individual,3,15926
191510,individual,3,8802
191511,compartido,1,5519
191512,individual,2,8693
191513,compartido,1,1351
191514,individual,4,5446
191515,compartido,1,14120
191516,individual,1,16417
191517,compartido,3,2056
191518,individual,3,13652
191519,compartido,3,12667
191520,compartido,1,6100
191521,individual,3,8045
191522,compartido,2,9534
191523,individual,2,13986
191524,compartido,2,1144
191525,individual,2,2162
191526,compartido,2,15306
191527,compartido,1,2665
191528,compartido,4,14468
191529,compartido,4,15798
191530,individual,2,5902
191531,compartido,4,19849
191532,compartido,4,12224
191533,compartido,3,4170
191534,compartido,3,13510
191535,individual,3,6515
191536,compartido,1,12044
191537,compartido,2,5935
191538,individual,1,19378
191539,individual,1,3753
191540,compartido,3,11431
191541,compartido,4,3905
191542,compartido,4,17441
191543,compartido,3,4851
191544,compartido,4,5926
191545,individual,2,624
191546,individual,4,2384
191547,compartido,2,5146
191548,individual,1,12523
191549,individual,1,12026
191550,individual,3,15691
191551,individual,3,187
191552,compartido,3,10969
191553,individual,4,17191
191554,compartido,1,13500
191555,individual,4,18098
191556,individual,4,16954
191557,compartido,1,16071
191558,individual,4,7992
191559,compartido,1,4830
191560,individual,3,4664
191561,compartido,1,4779
191562,individual,3,9840
191563,compartido,3,9608
191564,compartido,2,14148
191565,compartido,3,11804
191566,individual,3,2846
191567,individual,4,15150
191568,compartido,2,4616
191569,individual,4,8789
191570,compartido,4,6646
191571,compartido,2,15071
191572,compartido,2,569
191573,individual,2,14784
191574,compartido,1,4449
191575,individual,2,902
191576,compartido,4,9592
191577,compartido,2,6703
191578,compartido,4,19061
191579,individual,3,1849
191580,compartido,2,16995
191581,compartido,1,13409
191582,individual,4,16460
191583,individual,1,12344
191584,compartido,1,13006
191585,individual,2,13435
191586,compartido,3,18665
191587,compartido,3,18277
191588,individual,1,6641
191589,compartido,2,3297
191590,compartido,4,5946
191591,individual,1,728
191592,individual,4,11023
191593,compartido,4,12720
191594,individual,3,5990
191595,compartido,4,5263
191596,individual,4,5895
191597,individual,1,17665
191598,compartido,3,5909
191599,individual,3,13750
191600,individual,2,12006
191601,compartido,2,5103
191602,compartido,4,17509
191603,individual,1,17651
191604,individual,4,14951
191605,compartido,4,14866
191606,individual,1,2399
191607,individual,3,11267
191608,individual,1,16304
191609,compartido,4,7339
191610,individual,1,1692
191611,individual,1,3796
191612,individual,1,3786
191613,compartido,1,12523
191614,compartido,1,18817
191615,compartido,2,2113
191616,individual,3,18627
191617,individual,1,4708
191618,compartido,3,12109
191619,compartido,2,15527
191620,individual,3,15712
191621,compartido,1,12311
191622,individual,1,2457
191623,compartido,3,19780
191624,individual,3,3468
191625,compartido,2,15385
191626,compartido,4,9660
191627,individual,2,12906
191628,individual,4,16759
191629,individual,4,1889
191630,compartido,2,18209
191631,compartido,4,17530
191632,individual,3,17798
191633,compartido,3,7219
191634,compartido,4,12750
191635,individual,2,6221
191636,compartido,4,2347
191637,individual,1,9899
191638,individual,3,6101
191639,individual,4,8712
191640,individual,2,17712
191641,individual,1,1852
191642,compartido,2,14321
191643,individual,1,18673
191644,compartido,4,12388
191645,compartido,2,5521
191646,individual,2,19562
191647,individual,2,11089
191648,individual,4,11398
191649,compartido,2,17828
191650,compartido,1,15849
191651,compartido,4,12263
191652,individual,4,5524
191653,individual,1,7941
191654,individual,3,13255
191655,individual,4,781
191656,compartido,2,19758
191657,individual,3,18096
191658,compartido,3,13172
191659,compartido,4,13918
191660,compartido,1,12895
191661,individual,3,459
191662,individual,1,15389
191663,individual,2,19458
191664,compartido,2,14165
191665,individual,3,5094
191666,individual,2,17107
191667,compartido,3,13837
191668,individual,2,1032
191669,compartido,3,14239
191670,compartido,1,1184
191671,individual,1,4796
191672,individual,2,10718
191673,individual,4,16516
191674,compartido,4,3834
191675,individual,3,11735
191676,compartido,3,1071
191677,individual,2,13134
191678,individual,2,88
191679,compartido,4,819
191680,individual,2,8114
191681,individual,4,17901
191682,compartido,1,4463
191683,individual,2,16341
191684,individual,4,14005
191685,individual,3,3918
191686,compartido,3,85
191687,individual,2,10960
191688,compartido,1,6387
191689,compartido,1,4648
191690,compartido,2,19790
191691,individual,4,15131
191692,individual,4,6078
191693,compartido,2,10018
191694,individual,3,18274
191695,compartido,2,12525
191696,compartido,1,18683
191697,individual,2,12574
191698,individual,1,13205
191699,compartido,4,3991
191700,compartido,4,14490
191701,individual,3,16229
191702,individual,2,16516
191703,compartido,3,14265
191704,compartido,1,18256
191705,compartido,2,8930
191706,compartido,4,13102
191707,individual,1,15362
191708,compartido,1,4188
191709,compartido,3,12562
191710,individual,3,8769
191711,individual,1,18560
191712,compartido,1,6645
191713,compartido,2,7629
191714,individual,1,8681
191715,compartido,2,10
191716,compartido,3,13597
191717,compartido,2,14363
191718,compartido,3,14156
191719,compartido,4,9559
191720,compartido,2,17307
191721,individual,2,18758
191722,compartido,4,4360
191723,individual,2,14182
191724,compartido,4,12288
191725,individual,4,13347
191726,compartido,3,11424
191727,compartido,3,6409
191728,individual,2,18085
191729,compartido,3,18640
191730,compartido,1,12390
191731,individual,4,11485
191732,individual,2,19435
191733,individual,1,3669
191734,individual,1,2858
191735,compartido,3,11125
191736,compartido,3,4220
191737,compartido,1,5625
191738,compartido,4,16044
191739,individual,4,7872
191740,individual,1,11774
191741,compartido,3,10360
191742,compartido,1,14103
191743,individual,3,5322
191744,individual,4,15
191745,compartido,3,7228
191746,compartido,4,5029
191747,compartido,3,17830
191748,individual,3,19578
191749,individual,4,8566
191750,individual,4,7891
191751,compartido,2,6550
191752,individual,2,16025
191753,compartido,1,3011
191754,compartido,2,14666
191755,individual,2,2009
191756,individual,4,3584
191757,compartido,2,5554
191758,compartido,2,11010
191759,compartido,1,18922
191760,compartido,4,14669
191761,compartido,2,9338
191762,compartido,2,15370
191763,compartido,3,9599
191764,compartido,2,6988
191765,individual,2,19805
191766,compartido,4,3698
191767,individual,1,17269
