ID,AFORO,IDHOSTAL
231757,6,9876
231758,8,10204
231759,6,16190
231760,5,13752
231761,10,14813
231762,9,17000
231763,5,16250
231764,5,10325
231765,6,12818
231766,6,11558
231767,10,9262
231768,5,17857
231769,4,6377
231770,6,12772
231771,7,8757
231772,10,8326
231773,7,9271
231774,10,6305
231775,1,8977
231776,1,9935
231777,2,10579
231778,4,7474
231779,3,12118
231780,5,10415
231781,9,10729
231782,3,19539
231783,3,4368
231784,2,9490
231785,8,15135
231786,2,5564
231787,6,7499
231788,9,14898
231789,3,16386
231790,2,9053
231791,5,2045
231792,5,17043
231793,1,17723
231794,1,10981
231795,6,19383
231796,6,12720
231797,6,12356
231798,2,19441
231799,6,12839
231800,3,12175
231801,9,18971
231802,7,14164
231803,8,6181
231804,7,3572
231805,7,16884
231806,4,9710
231807,2,10752
231808,1,14725
231809,8,2250
231810,8,410
231811,6,2380
231812,8,7955
231813,9,6281
231814,8,683
231815,7,1043
231816,9,19474
231817,5,19710
231818,9,9020
231819,10,16361
231820,7,4290
231821,1,11002
231822,8,13520
231823,1,2705
231824,5,3741
231825,9,13500
231826,3,10695
231827,3,16584
231828,2,6089
231829,6,17680
231830,9,3303
231831,8,19407
231832,8,5268
231833,8,16537
231834,5,5145
231835,2,9647
231836,2,754
231837,10,5404
231838,7,16495
231839,3,12458
231840,2,2610
231841,5,9584
231842,6,6327
231843,10,12778
231844,6,16434
231845,1,1833
231846,9,18161
231847,10,6213
231848,8,10691
231849,1,981
231850,4,362
231851,7,5514
231852,2,14198
231853,7,7970
231854,7,10216
231855,1,14284
231856,7,9553
231857,3,18
231858,4,3185
231859,10,17034
231860,2,8369
231861,10,2488
231862,8,17153
231863,9,12836
231864,7,14898
231865,6,12588
231866,1,653
231867,8,7871
231868,6,13350
231869,8,2000
231870,4,9065
231871,7,7099
231872,5,11614
231873,4,4566
231874,4,3896
231875,7,15483
231876,8,14261
231877,5,1175
231878,3,4097
231879,9,10024
231880,4,13386
231881,9,19079
231882,2,7130
231883,4,10253
231884,8,9910
231885,2,8752
231886,8,4347
231887,5,5551
231888,1,2139
231889,10,4382
231890,1,7414
231891,4,8747
231892,10,17469
231893,1,16218
231894,5,4983
231895,4,6479
231896,4,2374
231897,5,7643
231898,4,11567
231899,4,2343
231900,10,8216
231901,4,15778
231902,6,12271
231903,2,7301
231904,9,11964
231905,8,6953
231906,8,11087
231907,1,13500
231908,5,13670
231909,5,13471
231910,9,19049
231911,2,8710
231912,5,17421
231913,1,6390
231914,5,15027
231915,10,8565
231916,2,7310
231917,2,1157
231918,9,18788
231919,5,19848
231920,7,19980
231921,2,804
231922,4,18790
231923,3,13252
231924,10,7316
231925,9,15847
231926,7,4673
231927,9,12710
231928,8,723
231929,1,19443
231930,2,17496
231931,4,15371
231932,6,7008
231933,5,15651
231934,6,274
231935,10,13382
231936,10,6378
231937,2,13402
231938,8,17843
231939,10,6371
231940,2,2780
231941,5,8384
231942,5,11848
231943,5,17232
231944,6,14044
231945,1,4253
231946,5,17549
231947,5,7260
231948,1,5551
231949,5,12475
231950,8,6859
231951,1,6302
231952,9,5556
231953,7,16947
231954,10,16020
231955,1,1732
231956,4,19288
231957,5,1088
231958,1,2124
231959,10,13805
231960,8,10911
231961,10,868
231962,5,19257
231963,3,6914
231964,4,14191
231965,6,2425
231966,1,13439
231967,3,6774
231968,3,2442
231969,3,5973
231970,1,18510
231971,8,9279
231972,8,10858
231973,4,13106
231974,5,13675
231975,1,9392
231976,10,907
231977,9,9093
231978,3,16138
231979,4,15367
231980,4,16828
231981,2,11620
231982,2,3590
231983,9,18229
231984,7,11771
231985,4,8983
231986,2,9089
231987,7,15342
231988,3,659
231989,7,16218
231990,10,15523
231991,4,5132
231992,8,48
231993,8,13227
231994,3,1136
231995,9,12769
231996,2,16937
231997,6,18365
231998,7,3153
231999,3,10494
232000,9,2925
232001,2,5039
232002,9,9355
232003,9,19895
232004,3,3425
232005,9,18087
232006,8,4630
232007,9,2520
232008,1,8161
232009,8,7723
232010,9,5792
232011,3,15490
232012,7,14289
232013,3,13722
232014,4,12436
232015,4,19503
232016,3,15423
232017,10,15104
232018,7,5106
232019,9,4380
232020,10,18374
232021,2,16276
232022,10,6549
232023,7,3008
232024,1,17209
232025,8,3414
232026,4,17101
232027,4,8109
232028,5,11390
232029,9,2484
232030,10,10326
232031,5,15404
232032,2,2988
232033,1,1979
232034,3,14575
232035,6,7290
232036,3,18119
232037,9,19885
232038,10,14775
232039,7,16838
232040,6,1539
232041,7,9777
232042,6,15783
232043,10,16199
232044,4,2308
232045,2,19330
232046,6,18871
232047,8,15053
232048,9,4274
232049,3,11888
232050,1,16754
232051,1,2321
232052,8,14100
232053,3,7410
232054,2,12065
232055,9,4053
232056,1,8820
232057,4,9176
232058,9,7922
232059,2,18998
232060,2,2597
232061,5,1535
232062,4,17917
232063,7,17959
232064,9,2130
232065,1,640
232066,1,12752
232067,3,13543
232068,7,15914
232069,10,1224
232070,3,11736
232071,4,6186
232072,6,12380
232073,2,13081
232074,5,1524
232075,4,4006
232076,8,19132
232077,7,5058
232078,3,1422
232079,7,15548
232080,3,16851
232081,7,18641
232082,8,14052
232083,8,14168
232084,6,16461
232085,1,14044
232086,7,5420
232087,7,8268
232088,9,2855
232089,10,18551
232090,4,10049
232091,8,5725
232092,3,8239
232093,3,17237
232094,2,7514
232095,3,9585
232096,5,935
232097,8,6384
232098,2,10057
232099,6,3964
232100,3,3625
232101,1,4926
232102,8,3625
232103,3,13542
232104,5,1119
232105,10,10744
232106,8,13495
232107,5,1140
232108,5,5840
232109,5,17960
232110,2,10884
232111,8,9720
232112,8,12290
232113,10,10875
232114,9,15616
232115,5,15619
232116,10,9545
232117,5,19117
232118,9,18134
232119,6,1621
232120,10,14045
232121,1,7771
232122,10,15354
232123,9,1353
232124,3,14989
232125,2,9844
232126,8,10613
232127,2,10066
232128,9,6073
232129,2,15755
232130,2,3173
232131,5,782
232132,10,2153
232133,1,3259
232134,2,18129
232135,9,16713
232136,3,10979
232137,1,312
232138,9,15051
232139,9,14466
232140,8,16505
232141,4,16966
232142,6,1151
232143,9,527
232144,10,8057
232145,6,10322
232146,10,10906
232147,1,783
232148,1,3935
232149,5,13067
232150,10,10524
232151,7,7062
232152,5,8580
232153,7,4958
232154,1,15744
232155,5,14896
232156,10,19753
232157,4,7555
232158,4,18722
232159,6,3032
232160,6,3514
232161,5,6298
232162,8,10021
232163,5,14271
232164,8,6382
232165,1,4529
232166,8,11207
232167,10,13036
232168,8,18373
232169,2,11222
232170,9,16074
232171,3,15280
232172,10,14179
232173,3,8121
232174,3,16294
232175,3,12981
232176,5,16513
232177,8,15019
232178,8,12875
232179,1,14703
232180,5,11243
232181,6,11558
232182,7,808
232183,9,14146
232184,4,8613
232185,1,9313
232186,10,269
232187,7,13581
232188,7,8936
232189,9,15816
232190,8,15849
232191,4,11199
232192,6,4608
232193,8,15121
232194,3,15288
232195,9,14837
232196,7,8628
232197,8,8706
232198,4,6272
232199,9,8944
232200,2,11900
232201,5,7697
232202,5,2889
232203,10,3269
232204,4,15961
232205,7,15689
232206,3,7057
232207,8,16235
232208,3,15615
232209,8,8459
232210,6,5563
232211,1,10561
232212,9,7244
232213,2,19222
232214,8,8109
232215,3,18141
232216,5,5989
232217,9,8505
232218,2,18410
232219,10,15952
232220,4,6676
232221,2,6807
232222,6,13549
232223,6,8914
232224,4,10812
232225,6,18480
232226,7,10231
232227,5,11688
232228,5,2869
232229,6,13334
232230,10,13967
232231,5,2136
232232,10,1709
232233,3,6015
232234,6,1286
232235,9,9559
232236,6,10284
232237,6,111
232238,6,6175
232239,7,1753
232240,3,8567
232241,5,17459
232242,7,1593
232243,4,6960
232244,9,9124
232245,10,5563
232246,9,9329
232247,6,2868
232248,7,4810
232249,10,10997
232250,6,18792
232251,7,544
232252,8,18096
232253,5,17266
232254,7,12047
232255,8,15300
232256,5,10470
232257,2,11975
232258,6,623
232259,4,16976
232260,3,9197
232261,6,3888
232262,10,11127
232263,5,9200
232264,4,8003
232265,5,11172
232266,5,1374
232267,8,6990
232268,9,17439
232269,7,8826
232270,5,591
232271,3,9636
232272,5,679
232273,2,19994
232274,1,11336
232275,2,13565
232276,2,9636
232277,8,11063
232278,10,6325
232279,7,6255
232280,8,5203
232281,8,12025
232282,3,16598
232283,5,7487
232284,7,19262
232285,9,5174
232286,5,6496
232287,5,13064
232288,8,1749
232289,2,11227
232290,7,8026
232291,10,9601
232292,6,14971
232293,2,16094
232294,1,9458
232295,1,12510
232296,10,9576
232297,10,758
232298,10,1074
232299,3,18638
232300,2,8341
232301,1,18801
232302,4,9092
232303,5,14085
232304,5,14463
232305,3,13695
232306,8,6967
232307,1,5682
232308,10,18018
232309,1,6138
232310,4,114
232311,4,3068
232312,3,10225
232313,9,6825
232314,5,2427
232315,5,374
232316,3,4690
232317,6,15795
232318,4,4005
232319,6,17306
232320,2,8347
232321,9,15919
232322,4,3765
232323,1,19975
232324,5,11165
232325,9,17639
232326,7,19612
232327,6,6797
232328,5,16705
232329,2,16158
232330,6,11871
232331,6,4408
232332,3,16699
232333,6,17118
232334,3,10910
232335,7,18387
232336,5,5469
232337,7,12227
232338,9,17963
232339,4,7144
232340,10,7317
232341,10,7946
232342,9,5563
232343,10,7580
232344,4,16201
232345,9,3163
232346,8,14254
232347,2,951
232348,10,3155
232349,9,3936
232350,5,12264
232351,7,14492
232352,6,6519
232353,10,12642
232354,2,12401
232355,8,10776
232356,9,18687
232357,2,10299
232358,10,3280
232359,6,19027
232360,3,8628
232361,1,11445
232362,4,8572
232363,9,14469
232364,2,16694
232365,3,11295
232366,7,15448
232367,4,6262
232368,9,3443
232369,9,15199
232370,2,16541
232371,8,17664
232372,4,12454
232373,4,748
232374,9,17068
232375,3,15542
232376,10,17667
232377,9,17175
232378,5,2290
232379,5,3810
232380,4,11819
232381,2,11884
232382,10,7091
232383,7,15198
232384,8,12601
232385,3,12727
232386,5,16607
232387,4,14324
232388,9,10842
232389,1,2627
232390,9,17662
232391,8,8850
232392,1,8284
232393,4,13167
232394,3,5388
232395,6,15578
232396,5,17815
232397,1,17237
232398,2,15580
232399,5,8177
232400,8,17003
232401,8,679
232402,9,7116
232403,2,11822
232404,10,14194
232405,4,14808
232406,1,9705
232407,6,13561
232408,9,6161
232409,6,19697
232410,9,1231
232411,6,3409
232412,8,12870
232413,7,11208
232414,10,3440
232415,1,11208
232416,2,8819
232417,6,5286
232418,3,10218
232419,9,1809
232420,7,17146
232421,6,3440
232422,1,49
232423,3,17994
232424,4,13764
232425,4,19953
232426,8,8893
232427,5,576
232428,6,4043
232429,10,9642
232430,7,10861
232431,8,282
232432,10,1564
232433,8,12886
232434,7,6334
232435,8,5692
232436,4,11314
232437,7,11639
232438,2,6334
232439,8,7252
232440,10,3016
232441,7,7692
232442,2,14857
232443,4,19420
232444,4,3105
232445,9,7063
232446,4,8651
232447,7,19424
232448,2,18362
232449,8,16117
232450,9,13728
232451,1,10567
232452,10,7325
232453,5,19395
232454,10,8727
232455,10,10066
232456,7,15432
232457,2,3150
232458,4,10118
232459,5,11200
232460,9,17049
232461,7,17439
232462,1,17262
232463,10,5637
232464,6,14184
232465,6,8208
232466,3,2256
232467,6,1028
232468,4,6167
232469,9,15277
232470,10,8743
232471,2,17383
232472,10,11714
232473,1,19699
232474,7,6012
232475,4,4742
232476,3,3942
232477,1,9239
232478,6,8746
232479,4,14028
232480,6,17681
232481,5,11839
232482,6,18033
232483,10,12720
232484,8,10866
232485,5,18959
232486,7,9204
232487,2,2151
232488,2,4972
232489,1,1763
232490,10,17202
232491,8,5097
232492,7,19757
232493,3,4397
232494,6,8814
232495,6,1127
232496,7,14819
232497,8,12751
232498,3,17704
232499,2,8299
232500,4,2743
232501,2,15375
232502,5,7006
232503,1,2285
232504,8,8338
232505,8,18789
232506,10,4832
232507,1,18995
232508,9,4235
232509,2,4810
232510,2,461
232511,8,12073
232512,9,14419
232513,8,196
232514,1,3299
232515,8,7139
232516,2,17548
232517,10,8002
232518,1,1109
232519,6,5727
232520,4,7447
232521,8,4344
232522,2,7963
232523,8,14651
232524,8,2481
232525,6,18610
232526,5,18366
232527,8,6671
232528,1,13323
232529,9,6685
232530,7,1161
232531,8,6611
232532,1,9461
232533,3,567
232534,3,14661
232535,8,5170
232536,5,10388
232537,10,18414
232538,7,15599
232539,10,13731
232540,2,5459
232541,2,10975
232542,6,9319
232543,8,1963
232544,9,4655
232545,7,14519
232546,10,13097
232547,1,7862
232548,1,5044
232549,6,2950
232550,8,2534
232551,4,5660
232552,9,10805
232553,4,14406
232554,7,5114
232555,1,16552
232556,9,16766
232557,9,8946
232558,9,15043
232559,7,15469
232560,2,5127
232561,2,18216
232562,1,19675
232563,9,12569
232564,3,6177
232565,10,18068
232566,10,547
232567,8,11945
232568,8,9031
232569,8,16791
232570,4,4752
232571,3,17433
232572,8,16752
232573,7,11595
232574,8,9099
232575,7,9514
232576,8,3843
232577,3,8000
232578,8,16833
232579,5,12922
232580,2,7287
232581,7,3666
232582,4,7617
232583,3,5491
232584,5,19142
232585,6,14630
232586,10,15925
232587,9,4001
232588,8,6659
232589,10,4461
232590,10,10536
232591,3,16173
232592,9,6737
232593,7,5103
232594,5,12927
232595,5,1144
232596,2,4812
232597,7,1613
232598,10,12803
232599,2,13489
232600,9,9471
232601,9,3536
232602,2,19064
232603,2,9616
232604,8,19864
232605,9,16076
232606,7,7210
232607,4,10358
232608,1,19248
232609,5,13592
232610,5,16730
232611,3,14604
232612,1,15340
232613,3,4614
232614,1,2923
232615,5,18458
232616,7,10807
232617,4,8400
232618,10,8602
232619,5,9514
232620,4,12390
232621,3,18129
232622,3,16376
232623,2,9373
232624,7,1010
232625,4,18174
232626,1,18197
232627,6,7667
232628,5,16558
232629,9,19802
232630,5,10243
232631,6,9804
232632,8,7766
232633,8,18496
232634,4,6122
232635,10,11522
232636,2,14305
232637,3,4778
232638,9,1520
232639,4,8306
232640,5,3186
232641,10,10170
232642,9,19662
232643,1,11638
232644,6,7884
232645,2,5795
232646,4,8655
232647,8,18034
232648,5,7619
232649,4,15214
232650,10,11599
232651,4,17624
232652,10,8709
232653,2,15199
232654,3,8452
232655,3,18946
232656,4,18348
232657,5,5740
232658,5,14755
232659,3,19052
232660,2,15980
232661,2,5180
232662,8,6592
232663,10,1414
232664,2,5440
232665,2,14384
232666,10,5213
232667,10,3995
232668,1,11561
232669,4,15936
232670,9,8614
232671,6,14556
232672,8,7470
232673,9,6185
232674,2,13011
232675,2,11922
232676,2,16353
232677,10,3185
232678,10,8519
232679,2,8354
232680,4,14686
232681,8,16725
232682,10,513
232683,10,15126
232684,8,13475
232685,6,9596
232686,2,12161
232687,7,10792
232688,10,7411
232689,5,6435
232690,6,10196
232691,1,10504
232692,8,16053
232693,5,13023
232694,3,15396
232695,2,2972
232696,6,7745
232697,5,1035
232698,1,18618
232699,10,6858
232700,6,10900
232701,10,5965
232702,5,10183
232703,4,16758
232704,10,3452
232705,2,14653
232706,4,9878
232707,3,7035
232708,3,57
232709,1,5656
232710,5,2291
232711,7,13077
232712,1,8282
232713,6,17658
232714,4,1688
232715,6,9258
232716,3,10975
232717,5,9449
232718,4,7069
232719,1,13927
232720,5,17243
232721,9,2691
232722,1,3437
232723,9,16937
232724,6,7672
232725,3,4512
232726,10,3980
232727,8,16244
232728,4,5047
232729,3,3759
232730,6,4624
232731,3,7626
232732,7,7843
232733,6,9161
232734,4,14514
232735,5,5834
232736,2,3092
232737,5,5357
232738,10,13184
232739,1,13978
232740,1,17017
232741,5,17423
232742,9,926
232743,2,339
232744,9,17781
232745,1,17299
232746,9,13683
232747,1,18832
232748,4,13927
232749,2,18152
232750,7,5961
232751,6,15597
232752,1,19759
232753,6,5892
232754,8,10636
232755,1,19566
232756,10,8168
232757,8,18238
232758,10,16660
232759,1,6014
232760,3,13544
232761,8,12388
232762,2,2505
232763,1,18044
232764,5,10627
232765,9,4633
232766,7,17259
232767,7,1767
232768,10,10942
232769,3,1554
232770,8,9156
232771,6,17063
232772,6,18643
232773,1,12974
232774,5,3759
232775,1,4527
232776,8,16252
232777,10,6124
232778,3,16391
232779,8,7227
232780,4,1630
232781,10,12149
232782,7,14154
232783,7,17224
232784,10,7684
232785,3,11097
232786,9,7064
232787,3,1605
232788,4,19650
232789,4,13600
232790,8,18510
232791,9,16560
232792,9,4947
232793,1,9452
232794,7,19151
232795,2,17099
232796,2,1323
232797,7,5023
232798,1,3644
232799,4,940
232800,1,9308
232801,6,3332
232802,6,1782
232803,6,11962
232804,1,7791
232805,4,6848
232806,3,7126
232807,9,1497
232808,9,15464
232809,4,47
232810,7,9514
232811,4,13033
232812,2,4431
232813,5,10099
232814,6,19592
232815,3,11194
232816,9,19434
232817,4,10015
232818,8,18785
232819,2,6843
232820,8,4754
232821,8,13981
232822,7,18540
232823,5,5779
232824,6,19886
232825,2,4089
232826,8,11123
232827,4,18541
232828,10,13568
232829,9,433
232830,3,15811
232831,3,275
232832,2,4260
232833,10,12371
232834,8,8042
232835,8,7431
232836,2,7394
232837,1,17591
232838,9,14706
232839,7,9388
232840,3,10429
232841,4,19564
232842,4,15093
232843,9,6673
232844,9,19018
232845,1,16155
232846,2,2529
232847,1,14015
232848,10,18860
232849,1,473
232850,10,10909
232851,5,17443
232852,4,8772
232853,10,17788
232854,3,8092
232855,9,14612
232856,1,18105
232857,9,3488
232858,10,1738
232859,5,14598
232860,3,6720
232861,4,6248
232862,7,15575
232863,2,13830
232864,4,1196
232865,4,13541
232866,8,18600
232867,6,7177
232868,10,10570
232869,4,10773
232870,10,7401
232871,10,4628
232872,2,12912
232873,5,18711
232874,2,3217
232875,5,11179
232876,7,16983
232877,4,2743
232878,1,17267
232879,3,1405
232880,5,13531
232881,1,2609
232882,4,15975
232883,7,14197
232884,4,768
232885,2,3069
232886,5,7553
232887,4,1390
232888,9,16189
232889,10,16366
232890,2,13933
232891,2,18254
232892,1,11028
232893,6,6004
232894,1,12096
232895,7,2593
232896,5,11336
232897,5,11376
232898,5,2479
232899,7,12118
232900,7,7894
232901,3,3877
232902,7,2142
232903,9,2144
232904,5,12686
232905,5,1034
232906,3,12994
232907,6,15072
232908,5,18262
232909,2,759
232910,4,183
232911,7,6980
232912,8,9635
232913,5,11179
232914,5,17285
232915,9,11573
232916,7,8148
232917,6,14969
232918,10,8727
232919,5,11642
232920,2,15385
232921,4,3004
232922,9,677
232923,8,5807
232924,1,4789
232925,2,18021
232926,8,17923
232927,3,1911
232928,6,12347
232929,9,17695
232930,8,15227
232931,10,9470
232932,4,10007
232933,7,19905
232934,10,7449
232935,7,14898
232936,4,5216
232937,8,19390
232938,2,5701
232939,4,19357
232940,5,7770
232941,6,10218
232942,6,18804
232943,4,13115
232944,9,9966
232945,9,16129
232946,6,3216
232947,1,12883
232948,6,13664
232949,7,11638
232950,5,5719
232951,8,7732
232952,4,16861
232953,8,9129
232954,6,576
232955,8,5477
232956,1,5049
232957,2,18787
232958,9,1386
232959,1,13039
232960,2,6876
232961,9,10579
232962,5,15437
232963,6,13897
232964,3,14169
232965,6,3126
232966,9,4184
232967,8,17898
232968,8,16850
232969,5,4631
232970,3,3088
232971,6,727
232972,8,6827
232973,4,3382
232974,5,18875
232975,8,8171
232976,4,16353
232977,3,17464
232978,9,175
232979,6,12069
232980,9,14154
232981,8,2670
232982,1,12095
232983,2,3543
232984,7,965
232985,7,6121
232986,5,221
232987,7,10810
232988,2,18411
232989,2,2704
232990,6,3297
232991,1,15348
232992,5,2323
232993,7,15075
232994,2,10711
232995,10,9623
232996,3,7323
232997,7,1647
232998,9,13129
232999,4,1781
233000,2,19257
233001,5,12759
233002,2,864
233003,10,17199
233004,4,17912
233005,8,10848
233006,7,6777
233007,6,13579
233008,1,4277
233009,7,2730
233010,5,15253
233011,8,669
233012,5,14884
233013,8,19037
233014,4,9782
233015,4,12568
233016,10,9014
233017,2,11070
233018,6,10868
233019,10,13246
233020,1,8381
233021,1,11323
233022,8,3800
233023,2,3405
233024,4,2474
233025,10,9997
233026,7,6464
233027,6,18626
233028,4,16512
233029,5,10462
233030,4,4832
233031,4,14104
233032,9,6690
233033,2,9901
233034,9,9331
233035,1,5577
233036,4,16163
233037,10,7383
233038,6,18555
233039,8,19572
233040,2,6773
233041,5,7016
233042,6,7828
233043,5,14015
233044,1,494
233045,7,12069
233046,5,2194
233047,4,12113
233048,10,6325
233049,8,14112
233050,2,2580
233051,9,2653
233052,10,668
233053,4,15539
233054,9,12515
233055,8,7718
233056,2,19022
233057,9,4807
233058,4,4008
233059,3,7011
233060,9,11892
233061,5,1693
233062,1,16362
233063,7,11824
233064,5,11143
233065,7,13470
233066,9,7327
233067,7,6090
233068,8,239
233069,3,17278
233070,3,7080
233071,10,18515
233072,6,6633
233073,9,13883
233074,5,13684
233075,6,7679
233076,5,14580
233077,7,19857
233078,4,16268
233079,4,12922
233080,3,2560
233081,4,10225
233082,7,11211
233083,6,19517
233084,1,12647
233085,4,3446
233086,4,1359
233087,10,11626
233088,10,13892
233089,7,17586
233090,8,10409
233091,5,13088
233092,5,19122
233093,10,14526
233094,7,8898
233095,6,16557
