ID,TIPOHABITACION,TAMANIO,IDHOTEL
151003,estandar,Grande,17318
151004,estandar,Grande,19898
151005,suite,Grande,14140
151006,suite,Grande,5201
151007,suite,Grande,5283
151008,estandar,Grande,18320
151009,estandar,Grande,14665
151010,suite,Grande,6486
151011,suite,Grande,3313
151012,estandar,Grande,7601
151013,suite,Grande,5703
151014,estandar,Grande,315
151015,suite,Grande,3401
151016,semisuite,Grande,15485
151017,estandar,Grande,9667
151018,semisuite,Grande,17767
151019,estandar,Grande,4541
151020,semisuite,Grande,16622
151021,suite,Grande,8309
151022,suite,Grande,5682
151023,estandar,Grande,8614
151024,estandar,Grande,19276
151025,estandar,Grande,3606
151026,semisuite,Grande,1868
151027,estandar,Grande,15008
151028,suite,Grande,5640
151029,estandar,Grande,18996
151030,semisuite,Grande,10550
151031,suite,Grande,11620
151032,suite,Grande,13547
151033,suite,Grande,5481
151034,semisuite,Grande,8086
151035,suite,Grande,10243
151036,semisuite,Grande,4301
151037,estandar,Grande,19806
151038,estandar,Grande,2992
151039,semisuite,Grande,17518
151040,semisuite,Grande,14374
151041,estandar,Grande,628
151042,semisuite,Grande,18740
151043,suite,Grande,17211
151044,suite,Grande,922
151045,suite,Grande,16835
151046,suite,Grande,5813
151047,semisuite,Grande,2876
151048,semisuite,Grande,749
151049,semisuite,Grande,17471
151050,suite,Grande,307
151051,estandar,Grande,10766
151052,estandar,Grande,16540
151053,suite,Grande,7976
151054,estandar,Grande,16899
151055,suite,Grande,5541
151056,suite,Grande,3147
151057,semisuite,Grande,18553
151058,suite,Grande,14392
151059,semisuite,Grande,15517
151060,suite,Grande,10839
151061,suite,Grande,10017
151062,semisuite,Grande,6398
151063,suite,Grande,16862
151064,semisuite,Grande,7529
151065,suite,Grande,3380
151066,estandar,Grande,18003
151067,suite,Grande,8172
151068,semisuite,Grande,17255
151069,estandar,Grande,8114
151070,suite,Grande,9692
151071,suite,Grande,7547
151072,semisuite,Grande,5670
151073,estandar,Grande,15371
151074,semisuite,Grande,4977
151075,suite,Grande,17018
151076,estandar,Grande,12452
151077,estandar,Grande,4593
151078,suite,Grande,19703
151079,semisuite,Grande,3972
151080,semisuite,Grande,13985
151081,suite,Grande,1587
151082,estandar,Grande,16624
151083,suite,Grande,12552
151084,suite,Grande,5268
151085,estandar,Grande,19826
151086,semisuite,Grande,2941
151087,estandar,Grande,5209
151088,suite,Grande,16749
151089,estandar,Grande,15207
151090,semisuite,Grande,4712
151091,suite,Grande,12872
151092,suite,Grande,9884
151093,suite,Grande,6814
151094,semisuite,Grande,299
151095,semisuite,Grande,5099
151096,suite,Grande,16395
151097,suite,Grande,7124
151098,semisuite,Grande,11792
151099,suite,Grande,2500
151100,suite,Grande,1830
151101,suite,Grande,12574
151102,semisuite,Grande,15303
151103,semisuite,Grande,18824
151104,semisuite,Grande,12214
151105,semisuite,Grande,14184
151106,semisuite,Grande,4109
151107,suite,Grande,9180
151108,estandar,Grande,11224
151109,suite,Grande,1962
151110,suite,Grande,5758
151111,suite,Grande,17391
151112,semisuite,Grande,12416
151113,estandar,Grande,7760
151114,estandar,Grande,7275
151115,suite,Grande,10256
151116,semisuite,Grande,3767
151117,semisuite,Grande,5171
151118,suite,Grande,13663
151119,semisuite,Grande,14771
151120,semisuite,Grande,4505
151121,semisuite,Grande,9802
151122,suite,Grande,16990
151123,estandar,Grande,6413
151124,suite,Grande,6036
151125,semisuite,Grande,3979
151126,semisuite,Grande,8461
151127,semisuite,Grande,10885
151128,semisuite,Grande,9491
151129,semisuite,Grande,10694
151130,semisuite,Grande,5287
151131,estandar,Grande,17399
151132,suite,Grande,641
151133,semisuite,Grande,10905
151134,suite,Grande,3903
151135,semisuite,Grande,6975
151136,suite,Grande,7500
151137,suite,Grande,19237
151138,suite,Grande,14631
151139,semisuite,Grande,16386
151140,suite,Grande,7037
151141,suite,Grande,6633
151142,estandar,Grande,15440
151143,estandar,Grande,3151
151144,semisuite,Grande,5558
151145,estandar,Grande,14288
151146,semisuite,Grande,8954
151147,estandar,Grande,17619
151148,suite,Grande,10653
151149,suite,Grande,9446
151150,suite,Grande,2622
151151,estandar,Grande,8130
151152,estandar,Grande,13033
151153,suite,Grande,4177
151154,estandar,Grande,9783
151155,estandar,Grande,11807
151156,semisuite,Grande,5721
151157,estandar,Grande,1215
151158,semisuite,Grande,19075
151159,estandar,Grande,4520
151160,semisuite,Grande,1261
151161,suite,Grande,8839
151162,suite,Grande,13284
151163,semisuite,Grande,182
151164,semisuite,Grande,11847
151165,suite,Grande,3779
151166,semisuite,Grande,13920
151167,suite,Grande,6495
151168,estandar,Grande,15580
151169,estandar,Grande,18054
151170,estandar,Grande,12118
151171,suite,Grande,16611
151172,semisuite,Grande,2210
151173,estandar,Grande,1353
151174,suite,Grande,7584
151175,semisuite,Grande,2090
151176,semisuite,Grande,8904
151177,suite,Grande,11377
151178,suite,Grande,8925
151179,suite,Grande,10413
151180,suite,Grande,18753
151181,estandar,Grande,17696
151182,suite,Grande,12266
151183,semisuite,Grande,3758
151184,semisuite,Grande,7781
151185,suite,Grande,801
151186,semisuite,Grande,10639
151187,semisuite,Grande,6424
151188,estandar,Grande,6310
151189,suite,Grande,2689
151190,estandar,Grande,12303
151191,estandar,Grande,6506
151192,semisuite,Grande,11186
151193,suite,Grande,17945
151194,suite,Grande,18187
151195,suite,Grande,614
151196,estandar,Grande,14642
151197,semisuite,Grande,3168
151198,semisuite,Grande,5202
151199,estandar,Grande,16008
151200,suite,Grande,4132
151201,estandar,Grande,9637
151202,semisuite,Grande,3181
151203,suite,Grande,17408
151204,suite,Grande,9871
151205,suite,Grande,1342
151206,estandar,Grande,9846
151207,suite,Grande,491
151208,semisuite,Grande,12676
151209,estandar,Grande,8519
151210,suite,Grande,1561
151211,estandar,Grande,13093
151212,semisuite,Grande,16005
151213,semisuite,Grande,3543
151214,estandar,Grande,12097
151215,semisuite,Grande,18865
151216,estandar,Grande,19446
151217,suite,Grande,16241
151218,suite,Grande,9734
151219,suite,Grande,11989
151220,estandar,Grande,19571
151221,semisuite,Grande,5680
151222,estandar,Grande,5292
151223,suite,Grande,7571
151224,estandar,Grande,13961
151225,estandar,Grande,7023
151226,suite,Grande,7921
151227,semisuite,Grande,303
151228,suite,Grande,14686
151229,suite,Grande,13987
151230,suite,Grande,16726
151231,suite,Grande,12656
151232,suite,Grande,12870
151233,suite,Grande,4797
151234,suite,Grande,7790
151235,suite,Grande,17109
151236,suite,Grande,15791
151237,semisuite,Grande,6495
151238,estandar,Grande,10764
151239,semisuite,Grande,12830
151240,estandar,Grande,17019
151241,estandar,Grande,7634
151242,suite,Grande,12086
151243,suite,Grande,12145
151244,semisuite,Grande,7114
151245,estandar,Grande,15855
151246,suite,Grande,14566
151247,suite,Grande,13116
151248,semisuite,Grande,18681
151249,estandar,Grande,5928
151250,semisuite,Grande,15544
151251,suite,Grande,11124
151252,estandar,Grande,10660
151253,semisuite,Grande,17119
151254,suite,Grande,14778
151255,semisuite,Grande,14538
151256,estandar,Grande,6378
151257,estandar,Grande,17533
151258,suite,Grande,13056
151259,suite,Grande,2320
151260,estandar,Grande,407
151261,suite,Grande,9476
151262,semisuite,Grande,165
151263,suite,Grande,18467
151264,suite,Grande,14574
151265,semisuite,Grande,6996
151266,semisuite,Grande,12657
151267,semisuite,Grande,3913
151268,semisuite,Grande,5593
151269,suite,Grande,7061
151270,suite,Grande,3652
151271,semisuite,Grande,15383
151272,estandar,Grande,14679
151273,suite,Grande,18616
151274,suite,Grande,12387
151275,estandar,Grande,18569
151276,semisuite,Grande,6200
151277,estandar,Grande,14041
151278,estandar,Grande,17274
151279,suite,Grande,3925
151280,estandar,Grande,16873
151281,suite,Grande,7840
151282,semisuite,Grande,8785
151283,estandar,Grande,8165
151284,estandar,Grande,13037
151285,semisuite,Grande,7739
151286,suite,Grande,17371
151287,semisuite,Grande,2872
151288,semisuite,Grande,16864
151289,semisuite,Grande,6432
151290,semisuite,Grande,4691
151291,semisuite,Grande,11951
151292,suite,Grande,14830
151293,semisuite,Grande,10297
151294,estandar,Grande,14084
151295,estandar,Grande,10417
151296,suite,Grande,5634
151297,estandar,Grande,11070
151298,suite,Grande,194
151299,suite,Grande,6752
151300,suite,Grande,7694
151301,estandar,Grande,6040
151302,estandar,Grande,13185
151303,estandar,Grande,8533
151304,semisuite,Grande,16320
151305,estandar,Grande,10115
151306,estandar,Grande,2323
151307,suite,Grande,829
151308,suite,Grande,17415
151309,estandar,Grande,13476
151310,semisuite,Grande,10546
151311,semisuite,Grande,10573
151312,suite,Grande,19472
151313,suite,Grande,14193
151314,semisuite,Grande,6078
151315,semisuite,Grande,6434
151316,semisuite,Grande,11699
151317,estandar,Grande,5738
151318,suite,Grande,6045
151319,semisuite,Grande,12737
151320,suite,Grande,9222
151321,estandar,Grande,491
151322,semisuite,Grande,18877
151323,suite,Grande,12329
151324,estandar,Grande,8853
151325,suite,Grande,6881
151326,estandar,Grande,19043
151327,suite,Grande,3312
151328,estandar,Grande,17848
151329,suite,Grande,19908
151330,estandar,Grande,29
151331,suite,Grande,13329
151332,estandar,Grande,11113
151333,semisuite,Grande,417
151334,estandar,Grande,14558
151335,estandar,Grande,3024
151336,suite,Grande,10922
151337,estandar,Grande,6698
151338,estandar,Grande,9687
151339,semisuite,Grande,12984
151340,suite,Grande,19016
151341,estandar,Grande,16808
151342,estandar,Grande,17226
151343,semisuite,Grande,10722
151344,estandar,Grande,12307
151345,semisuite,Grande,15101
151346,semisuite,Grande,13439
151347,suite,Grande,15537
151348,suite,Grande,3
151349,semisuite,Grande,4056
151350,suite,Grande,16783
151351,estandar,Grande,4644
151352,semisuite,Grande,16295
151353,suite,Grande,4889
151354,semisuite,Grande,2328
151355,suite,Grande,15606
151356,suite,Grande,13082
151357,suite,Grande,12171
151358,estandar,Grande,8630
151359,suite,Grande,16231
151360,suite,Grande,1879
151361,semisuite,Grande,1775
151362,estandar,Grande,7662
151363,semisuite,Grande,19205
151364,estandar,Grande,13066
151365,estandar,Grande,6610
151366,semisuite,Grande,9088
151367,semisuite,Grande,11119
151368,semisuite,Grande,6478
151369,suite,Grande,11676
151370,semisuite,Grande,6353
151371,estandar,Grande,3701
151372,semisuite,Grande,1468
151373,estandar,Grande,13057
151374,semisuite,Grande,15663
151375,semisuite,Grande,12923
151376,suite,Grande,13176
151377,estandar,Grande,16288
151378,semisuite,Grande,6923
151379,estandar,Grande,1540
151380,estandar,Grande,2252
151381,suite,Grande,5204
151382,semisuite,Grande,17721
151383,semisuite,Grande,16791
151384,semisuite,Grande,5268
151385,estandar,Grande,18330
151386,semisuite,Grande,12215
151387,suite,Grande,3537
151388,semisuite,Grande,16538
151389,suite,Grande,1702
151390,semisuite,Grande,11021
151391,suite,Grande,979
151392,estandar,Grande,6488
151393,estandar,Grande,18977
151394,suite,Grande,2748
151395,estandar,Grande,13723
151396,estandar,Grande,12906
151397,semisuite,Grande,11285
151398,estandar,Grande,12827
151399,estandar,Grande,12412
151400,semisuite,Grande,11463
151401,semisuite,Grande,11342
151402,semisuite,Grande,12594
151403,semisuite,Grande,17957
151404,suite,Grande,7927
151405,estandar,Grande,4860
151406,suite,Grande,8785
151407,estandar,Grande,18701
151408,estandar,Grande,14727
151409,estandar,Grande,2591
151410,suite,Grande,8490
151411,suite,Grande,11842
151412,suite,Grande,8618
151413,suite,Grande,18243
151414,suite,Grande,697
151415,semisuite,Grande,13481
151416,estandar,Grande,5436
151417,estandar,Grande,7530
151418,suite,Grande,12279
151419,estandar,Grande,8183
151420,semisuite,Grande,19666
151421,semisuite,Grande,2221
151422,semisuite,Grande,15841
151423,semisuite,Grande,5812
151424,estandar,Grande,1239
151425,estandar,Grande,2528
151426,estandar,Grande,3940
151427,suite,Grande,9806
151428,suite,Grande,1513
151429,estandar,Grande,16991
151430,suite,Grande,959
151431,semisuite,Grande,1686
151432,semisuite,Grande,15297
151433,semisuite,Grande,16261
151434,suite,Grande,13007
151435,semisuite,Grande,4400
151436,semisuite,Grande,1403
151437,semisuite,Grande,3319
151438,estandar,Grande,7404
151439,suite,Grande,14479
151440,estandar,Grande,3845
151441,suite,Grande,14154
151442,semisuite,Grande,8023
151443,suite,Grande,2414
151444,estandar,Grande,16766
151445,suite,Grande,17337
151446,estandar,Grande,7044
151447,semisuite,Grande,7432
151448,suite,Grande,3371
151449,semisuite,Grande,19009
151450,semisuite,Grande,11677
151451,semisuite,Grande,16847
151452,suite,Grande,13387
151453,estandar,Grande,15285
151454,estandar,Grande,14954
151455,estandar,Grande,3882
151456,semisuite,Grande,7686
151457,semisuite,Grande,486
151458,suite,Grande,11140
151459,estandar,Grande,18214
151460,suite,Grande,9991
151461,semisuite,Grande,15163
151462,suite,Grande,19089
151463,semisuite,Grande,12373
151464,estandar,Grande,4814
151465,suite,Grande,17235
151466,estandar,Grande,2676
151467,suite,Grande,18085
151468,estandar,Grande,12171
151469,suite,Grande,14224
151470,semisuite,Grande,2521
151471,estandar,Grande,10169
151472,estandar,Grande,8967
151473,suite,Grande,15934
151474,estandar,Grande,16881
151475,suite,Grande,16643
151476,semisuite,Grande,4213
151477,suite,Grande,880
151478,suite,Grande,8338
151479,estandar,Grande,9159
151480,estandar,Grande,13055
151481,semisuite,Grande,18388
151482,estandar,Grande,2102
151483,suite,Grande,753
151484,estandar,Grande,9493
151485,semisuite,Grande,4043
151486,estandar,Grande,13662
151487,semisuite,Grande,17612
151488,estandar,Grande,17829
151489,suite,Grande,6500
151490,estandar,Grande,8753
151491,suite,Grande,9891
151492,estandar,Grande,18602
151493,estandar,Grande,19445
151494,estandar,Grande,913
151495,semisuite,Grande,4074
151496,estandar,Grande,11386
151497,estandar,Grande,19912
151498,suite,Grande,8970
151499,suite,Grande,15316
151500,semisuite,Grande,1840
151501,estandar,Grande,10148
151502,estandar,Grande,3589
151503,suite,Grande,2269
151504,estandar,Grande,9027
151505,semisuite,Grande,16682
151506,estandar,Grande,3632
151507,semisuite,Grande,560
151508,estandar,Grande,3777
151509,estandar,Grande,16666
151510,semisuite,Grande,19269
151511,semisuite,Grande,16275
151512,semisuite,Grande,10692
151513,semisuite,Grande,14400
151514,estandar,Grande,1974
151515,suite,Grande,14267
151516,estandar,Grande,3529
151517,estandar,Grande,16703
151518,suite,Grande,12520
151519,semisuite,Grande,14193
151520,suite,Grande,16790
151521,estandar,Grande,13225
151522,estandar,Grande,12186
151523,semisuite,Grande,12836
151524,estandar,Grande,9506
151525,suite,Grande,15786
151526,estandar,Grande,7862
151527,estandar,Grande,303
151528,suite,Grande,2488
151529,suite,Grande,12554
151530,suite,Grande,15444
151531,estandar,Grande,8100
151532,estandar,Grande,19446
151533,suite,Grande,8326
151534,estandar,Grande,2470
151535,estandar,Grande,3665
151536,suite,Grande,9440
151537,semisuite,Grande,19580
151538,estandar,Grande,11185
151539,estandar,Grande,14536
151540,estandar,Grande,3415
151541,semisuite,Grande,15046
151542,suite,Grande,16486
151543,semisuite,Grande,3202
151544,suite,Grande,14306
151545,semisuite,Grande,1171
151546,semisuite,Grande,10182
151547,semisuite,Grande,10253
151548,suite,Grande,8121
151549,semisuite,Grande,16082
151550,estandar,Grande,13351
151551,suite,Grande,16629
151552,estandar,Grande,10845
151553,suite,Grande,18062
151554,suite,Grande,83
151555,suite,Grande,15254
151556,estandar,Grande,11366
151557,suite,Grande,1277
151558,estandar,Grande,11036
151559,semisuite,Grande,8826
151560,estandar,Grande,8776
151561,estandar,Grande,16700
151562,estandar,Grande,9123
151563,estandar,Grande,19840
151564,semisuite,Grande,2754
151565,semisuite,Grande,4853
151566,suite,Grande,18607
151567,suite,Grande,17297
151568,suite,Grande,10042
151569,semisuite,Grande,13097
151570,suite,Grande,8851
151571,estandar,Grande,8235
151572,suite,Grande,5770
151573,estandar,Grande,7535
151574,semisuite,Grande,740
151575,suite,Grande,4681
151576,suite,Grande,12774
151577,suite,Grande,13517
151578,semisuite,Grande,3578
151579,estandar,Grande,3999
151580,semisuite,Grande,12551
151581,estandar,Grande,14188
151582,estandar,Grande,18236
151583,semisuite,Grande,4095
151584,estandar,Grande,8424
151585,suite,Grande,2809
151586,suite,Grande,16887
151587,suite,Grande,14802
151588,semisuite,Grande,5494
151589,estandar,Grande,19777
151590,estandar,Grande,1541
151591,suite,Grande,5159
151592,suite,Grande,4646
151593,estandar,Grande,15135
151594,semisuite,Grande,15031
151595,semisuite,Grande,12749
151596,semisuite,Grande,12997
151597,suite,Grande,3299
151598,estandar,Grande,30
151599,semisuite,Grande,4702
151600,suite,Grande,16516
151601,suite,Grande,6715
151602,suite,Grande,14436
151603,estandar,Grande,8333
151604,estandar,Grande,16469
151605,suite,Grande,8273
151606,estandar,Grande,12353
151607,suite,Grande,12209
151608,semisuite,Grande,1787
151609,suite,Grande,2365
151610,suite,Grande,12866
151611,estandar,Grande,12432
151612,suite,Grande,14600
151613,estandar,Grande,10644
151614,semisuite,Grande,17610
151615,semisuite,Grande,14713
151616,suite,Grande,12932
151617,suite,Grande,11272
151618,estandar,Grande,12955
151619,suite,Grande,13767
151620,semisuite,Grande,8592
151621,estandar,Grande,17217
151622,suite,Grande,2634
151623,semisuite,Grande,12107
151624,semisuite,Grande,9514
151625,suite,Grande,17179
